"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"M5Model_Dresslar.nlogo"
"randotime_long"
"04/20/2025 14:57:06:471 -1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-50","50","-50","50"
"[run number]","Randos?","weirdness","farm-cost","fission-energy","swidden-radius","the-min-fertility","move-rate","[step]","count households","mean [fission-rate] of households","mean [farm-dist] of households","mean [min-fertility] of households","mean [move-threshold] of households","mean [vegetation] of patches","mean [fertility] of patches"
"5","true","80","3","150","12","80","50","28000","138","1.5121137365032582","16.76086956521739","0.5436618977012082","41.88759775888567","42.7930595039702","0.9891677286540568"
"4","true","80","3","150","12","80","50","29000","128","1.4919124003142008","17.8046875","0.5049573081754882","42.07773216734181","42.874914224095676","0.9879247132634122"
"1","true","80","3","150","12","80","50","29000","131","1.4811555577096127","18.14503816793893","0.4892406922967659","42.00855776234873","42.919027546318986","0.9873443780021607"
"6","true","80","3","150","12","80","50","30000","145","1.454530476752002","17.248275862068965","0.5313824860023463","42.312447404893454","42.757082638956966","0.986907165964125"
"2","true","80","3","150","12","80","50","30000","131","1.5143041157635029","18.19083969465649","0.5483486554258942","42.41262448958862","43.224585824919124","0.9895637682580163"
"3","true","80","3","150","12","80","50","33000","106","1.579371814524861","17.19811320754717","0.47828720094335714","42.791632221181","43.871385158317814","0.9905538672679198"
"5","true","80","3","150","12","80","50","29000","137","1.5744945644800628","16.37226277372263","0.5519384992307425","42.5025744574099","42.490834231938045","0.9884227036565071"
"1","true","80","3","150","12","80","50","30000","127","1.537570745181048","18.291338582677167","0.505522466247361","42.521604007791126","42.80482305656308","0.9872012547789477"
"4","true","80","3","150","12","80","50","30000","126","1.5653503697562776","16.8015873015873","0.5367075596675994","42.37600663186165","42.67022840897951","0.9887873737868906"
"6","true","80","3","150","12","80","50","31000","131","1.4231748750493902","17.671755725190838","0.5511326498480393","42.38631067971469","42.707773747671794","0.987987452210573"
"2","true","80","3","150","12","80","50","31000","125","1.4659201371254684","17.256","0.4977777499930153","40.8583583324984","43.04656406234683","0.9886736594451561"
"3","true","80","3","150","12","80","50","34000","111","1.5247011594823934","16.936936936936938","0.49125042576914446","42.405324539409726","43.732869326536616","0.9900441133222294"
"5","true","80","3","150","12","80","50","30000","137","1.4529519331001992","17.036496350364963","0.5549967339924157","42.06698023305166","42.472110577394375","0.9881815508283529"
"4","true","80","3","150","12","80","50","31000","136","1.5143547552021452","17.61764705882353","0.5282602768949033","42.34346966202398","42.48240368591315","0.9874286834624109"
"1","true","80","3","150","12","80","50","31000","137","1.5183471378433093","17.153284671532848","0.5272116347939312","42.09986189799274","42.64836780707774","0.9878521713557556"
"2","true","80","3","150","12","80","50","32000","134","1.3731894889192275","16.902985074626866","0.5332992783106033","41.353925095084044","42.91265562199784","0.9890069601019537"
"3","true","80","3","150","12","80","50","35000","118","1.613223570120227","17.364406779661017","0.5221164782741529","43.093839883825645","43.60758749142241","0.989744142731109"
"6","true","80","3","150","12","80","50","32000","146","1.4862069350478027","17.602739726027398","0.49885396643163227","41.302808098104386","42.58268797176748","0.9877227722772318"
"5","true","80","3","150","12","80","50","31000","129","1.4947108227137764","16.72093023255814","0.5452130132613767","42.66686666680331","42.22213508479561","0.987311047936482"
"4","true","80","3","150","12","80","50","32000","144","1.4988377376454005","17.9375","0.5202320865641862","41.97308129780501","42.357710028428585","0.9873404568179651"
"1","true","80","3","150","12","80","50","32000","137","1.5611264416420765","16.21897810218978","0.49379612627889663","42.95485050673159","42.45328889324576","0.9864091755710283"
"2","true","80","3","150","12","80","50","33000","134","1.4400525975652334","15.35820895522388","0.5637622478554211","42.318176468034686","42.67130673463386","0.987814920105876"
"3","true","80","3","150","12","80","50","36000","121","1.5210895954067098","17.66115702479339","0.5491111373352651","42.366519666585425","43.359670620527396","0.9896284677972791"
"6","true","80","3","150","12","80","50","33000","141","1.530942832681314","17.95035460992908","0.49419968552209653","42.27932783359442","42.429565728850115","0.9870032349769687"
"5","true","80","3","150","12","80","50","32000","146","1.5255836499590119","16.541095890410958","0.5218836068396216","41.86466309290865","42.09224585824919","0.9883246740515705"
"4","true","80","3","150","12","80","50","33000","133","1.4877844675512584","17.74436090225564","0.5717353189941605","41.562752064168684","42.188805019115776","0.9865170081364616"
"3","true","80","3","150","12","80","50","37000","123","1.5659094163394907","17.73170731707317","0.5063210711677371","43.74582865304478","43.20772473286932","0.9885795510244139"
"1","true","80","3","150","12","80","50","33000","150","1.5017889285209605","16.64","0.5086184205890745","42.66359861839651","42.20360748946182","0.9862013528085519"
"2","true","80","3","150","12","80","50","34000","144","1.4316805047207526","17.84722222222222","0.520289291088816","40.738027728581","42.60631310655818","0.9870189197137568"
"6","true","80","3","150","12","80","50","34000","137","1.4205864131073282","17.182481751824817","0.5186165247904666","39.84014554836826","42.302617390451914","0.9876992451720488"
"5","true","80","3","150","12","80","50","33000","144","1.5603933635175002","17.07638888888889","0.532363983130248","42.21486969646686","41.748456033722185","0.9868718753063479"
"3","true","80","3","150","12","80","50","38000","133","1.5228090137745385","16.345864661654137","0.4913414788406719","42.93304424187741","42.96294480933242","0.9880149004999569"
"4","true","80","3","150","12","80","50","34000","140","1.5175834498647163","16.892857142857142","0.5225843504129399","41.49491333083918","42.000980296049406","0.9883109499068773"
"1","true","80","3","150","12","80","50","34000","141","1.582334755405013","17.120567375886523","0.5249039339018248","42.92746905475268","42.05195569061857","0.9874933830016713"
"2","true","80","3","150","12","80","50","35000","124","1.453846187555661","17.298387096774192","0.4678954696399042","41.75308070453131","42.47740417606117","0.9873561415547553"
"6","true","80","3","150","12","80","50","35000","145","1.5570193486636825","16.717241379310344","0.5930620946375033","42.84091811542457","42.08116851289089","0.987281639055"
"5","true","80","3","150","12","80","50","34000","156","1.45858471668453","16.826923076923077","0.5517168760081888","41.047976868331","41.630624448583475","0.9869444172140057"
"3","true","80","3","150","12","80","50","39000","124","1.4646751256299144","16.298387096774192","0.44834394566581776","41.29773702805801","42.82011567493383","0.9877717870797015"
"4","true","80","3","150","12","80","50","35000","140","1.3900684370693082","17.014285714285716","0.5236266981051326","41.22621872677704","41.741397902166455","0.9858778551122495"
"1","true","80","3","150","12","80","50","35000","142","1.4205393432696125","15.985915492957746","0.5469974208780686","42.03378371500084","41.97264974022155","0.9850544064307469"
"2","true","80","3","150","12","80","50","36000","136","1.5123112949379816","17.154411764705884","0.5361118100626241","41.52717485358607","42.312420350945985","0.9884540731300904"
"6","true","80","3","150","12","80","50","36000","140","1.5076641103871373","17.164285714285715","0.551131685664989","41.75172516893835","41.911185177923734","0.9875502401725357"
"5","true","80","3","150","12","80","50","35000","155","1.4688477464957659","17.329032258064515","0.5328674098973797","41.47110436816341","41.51730222527203","0.9873169297127796"
"3","true","80","3","150","12","80","50","40000","138","1.5290901772028191","16.86231884057971","0.5166039910506742","42.13344781813834","42.50416625820998","0.9878384472110601"
"2","true","80","3","150","12","80","50","37000","136","1.566953119896007","17.53676470588235","0.5173347447360136","41.74591302937843","42.23262425252426","0.9888148220762718"
"1","true","80","3","150","12","80","50","36000","137","1.459302890841471","16.642335766423358","0.5609900061722066","41.40905151829858","41.816782668365846","0.9876874816194535"
"4","true","80","3","150","12","80","50","36000","149","1.4043547818324214","18.248322147651006","0.5957555781706555","42.09585356271524","41.605234780903835","0.9872326242525273"
"6","true","80","3","150","12","80","50","37000","152","1.4761179016204107","17.592105263157894","0.5191398350337183","42.04675248799168","41.735614155474956","0.988424664248609"
"5","true","80","3","150","12","80","50","36000","153","1.372402626884346","16.464052287581698","0.5394563781705594","41.356511278083644","41.39545142633075","0.9865836682678242"
"3","true","80","3","150","12","80","50","41000","142","1.4832741791505488","17.366197183098592","0.5402504981740252","42.34692017890851","42.244093716302324","0.9885089697088554"
"2","true","80","3","150","12","80","50","38000","147","1.5167644264944427","16.789115646258505","0.45297997934705597","41.92268452246105","41.88393294775022","0.9872953631996892"
"1","true","80","3","150","12","80","50","37000","134","1.4815000346159262","17.276119402985074","0.5504427973658256","42.52237345021281","41.58670718557004","0.9878933437898281"
"4","true","80","3","150","12","80","50","37000","150","1.4906906969825615","17.286666666666665","0.5678396449212838","43.312667276648774","41.432310557788455","0.9858562885991613"
"6","true","80","3","150","12","80","50","38000","158","1.4541616039516498","17.60126582278481","0.5013708604771109","42.44287632131543","41.59709832369376","0.9875620037251295"
"5","true","80","3","150","12","80","50","37000","173","1.4511979280896716","17.21965317919075","0.5377274678884698","41.606201350622406","41.1616508185472","0.9864758357023862"
"3","true","80","3","150","12","80","50","42000","146","1.5029071044684656","17.102739726027398","0.5566775383592223","42.634349051479575","42.06940496029801","0.9876717968826616"
"2","true","80","3","150","12","80","50","39000","143","1.4242138585291726","15.685314685314685","0.4881894919009635","39.91654210348652","41.6029800999902","0.9858660915596545"
"1","true","80","3","150","12","80","50","38000","145","1.536956513544872","16.344827586206897","0.5500708241664644","42.92431294983209","41.38172728163906","0.9859837270855861"
"4","true","80","3","150","12","80","50","38000","149","1.4785993753286375","16.71812080536913","0.5357087161325313","41.51321128086106","41.211351828252134","0.9874992647779693"
"6","true","80","3","150","12","80","50","39000","142","1.5050839008166428","17.725352112676056","0.4998319329207889","42.08226503824854","41.476423880011765","0.9878031565532842"
"5","true","80","3","150","12","80","50","38000","157","1.4144630081132374","17.751592356687897","0.5098022970494956","41.711650348379045","40.80550926379767","0.9866287618860937"
"3","true","80","3","150","12","80","50","43000","139","1.5231689121831162","18.06474820143885","0.5474915851624002","40.73778067005113","41.8246250367611","0.9871463582001803"
"2","true","80","3","150","12","80","50","40000","154","1.4360483191749827","17.746753246753247","0.4945236397890713","42.041509269039594","41.37790412704637","0.9874208410940133"
"1","true","80","3","150","12","80","50","39000","159","1.4600101397080776","17.861635220125788","0.5237953055981217","41.32594063675779","41.10881286148417","0.9842662484070237"
"4","true","80","3","150","12","80","50","39000","154","1.5077838502000498","17.493506493506494","0.5275140106294374","42.237030942477006","41.08577590432311","0.9866032741888117"
"6","true","80","3","150","12","80","50","40000","143","1.517077790296874","17.482517482517483","0.5449043882735908","42.6447165257143","41.27311047936477","0.9858778551122479"
"3","true","80","3","150","12","80","50","44000","136","1.5738056607768613","17.058823529411764","0.5034360335871535","42.842458817307765","41.72169395157338","0.9867954122144924"
"5","true","80","3","150","12","80","50","39000","160","1.5298294900706533","18.03125","0.4562213736889687","42.984818892280906","40.726987550240175","0.9845387707087605"
"2","true","80","3","150","12","80","50","41000","153","1.501951579136432","17.49673202614379","0.5129861447252175","41.87046214526634","41.12057641407705","0.984926967944324"
"4","true","80","3","150","12","80","50","40000","146","1.3827738252311113","17.69178082191781","0.5201463530690744","40.256730548438576","41.06097441427311","0.9861131261641075"
"1","true","80","3","150","12","80","50","40000","166","1.500031467416775","17.572289156626507","0.5228379881429612","42.88881572682774","41.04097637486521","0.9851877266934683"
"6","true","80","3","150","12","80","50","41000","149","1.5321047197429907","16.187919463087248","0.502016857177252","42.62051229797521","41.12292912459563","0.9865601411626365"
"3","true","80","3","150","12","80","50","45000","143","1.5173530949697167","17.874125874125873","0.5082439697401255","41.40329201485323","41.564258406038626","0.9874031957651264"
"5","true","80","3","150","12","80","50","40000","178","1.4584607703510333","17.359550561797754","0.5117755687070021","40.82304015292741","40.50553867267915","0.9857915890599016"
"2","true","80","3","150","12","80","50","42000","162","1.4428407663414369","17.14814814814815","0.5393568256315402","41.11260500338045","40.85530830310754","0.9856112145868096"
"4","true","80","3","150","12","80","50","41000","147","1.5386629742834548","17.346938775510203","0.5297241091188426","42.96911191292678","40.91363591804725","0.9868071757670879"
"1","true","80","3","150","12","80","50","41000","169","1.4926799416355858","16.976331360946745","0.5177509858022764","42.338440079417644","40.83129104989707","0.9860327418880546"
"6","true","80","3","150","12","80","50","42000","148","1.6176155761376154","17.216216216216218","0.4774753739666718","42.98923989637067","40.99215763160475","0.9870346044505492"
"3","true","80","3","150","12","80","50","46000","142","1.490078299188156","17.211267605633804","0.46814590501836173","41.91595754993333","41.42142927164004","0.9867267914910348"
"5","true","80","3","150","12","80","50","41000","168","1.4610173294123079","15.910714285714286","0.5409623040880086","42.47711014463395","40.24428977551221","0.9845681795902416"
"2","true","80","3","150","12","80","50","43000","152","1.5399820097690486","18.07894736842105","0.5660587882495643","42.72015749821564","40.696206254288796","0.9864032937947291"
"4","true","80","3","150","12","80","50","42000","147","1.5429903460836076","17.1156462585034","0.5056866716297411","43.38481350312439","40.878443289873545","0.9860288207038589"
"1","true","80","3","150","12","80","50","42000","157","1.5666650718400368","18.21019108280255","0.5122459813843948","44.24256979403838","40.70149985295559","0.9868659935300491"
"6","true","80","3","150","12","80","50","43000","155","1.5132752452402924","15.683870967741935","0.48412557188332417","42.216746172798004","40.82433094794628","0.9860778355063275"
"3","true","80","3","150","12","80","50","47000","139","1.4958662027929224","17.73381294964029","0.5034846260453734","42.32167174104409","41.40584256445447","0.9878874620135306"
"5","true","80","3","150","12","80","50","42000","161","1.512005093145615","16.074534161490682","0.5976248562533565","42.83625233100238","39.98088422703656","0.9840643074208462"
"2","true","80","3","150","12","80","50","44000","164","1.5190599561061053","17.6890243902439","0.5388560300765254","42.85076929681393","40.53200666601314","0.9864111361631237"
"4","true","80","3","150","12","80","50","43000","151","1.5076336691267958","17.33112582781457","0.527021030408392","42.36528685236468","40.83099696108225","0.9861895892559611"
"1","true","80","3","150","12","80","50","43000","155","1.565886162028009","17.89677419354839","0.5248027917156335","43.03962778063677","40.56955200470542","0.9856523870208851"
"6","true","80","3","150","12","80","50","44000","147","1.6007995190870299","17.693877551020407","0.48909433570446403","42.322122121426844","40.6355259288305","0.9866934614253547"
"3","true","80","3","150","12","80","50","48000","151","1.5793302469932846","16.364238410596027","0.46362563368333665","42.46666897233151","41.1953730026468","0.9866562101754796"
"5","true","80","3","150","12","80","50","43000","174","1.5227701185358848","16.885057471264368","0.519304651479695","42.26965293318324","39.938143319282425","0.9857935496519985"
"4","true","80","3","150","12","80","50","44000","156","1.4897697794657658","16.891025641025642","0.504581406024337","42.251055587257845","40.501813547691405","0.9863797666895473"
"2","true","80","3","150","12","80","50","45000","161","1.5549058415274324","17.732919254658384","0.5124994592769246","43.34656811222347","40.387707087540434","0.98574257425743"
"1","true","80","3","150","12","80","50","44000","148","1.4707597425628745","16.472972972972972","0.5283245824716444","40.97193349319499","40.50259778453093","0.9849446132732134"
"6","true","80","3","150","12","80","50","45000","154","1.5472577577406363","17.032467532467532","0.45060138357191604","42.842026600430025","40.514263307518874","0.9864091755710265"
"3","true","80","3","150","12","80","50","49000","141","1.4278177476510647","16.75177304964539","0.481900850251947","42.08781232259877","41.01274384864229","0.9868503087932625"
"5","true","80","3","150","12","80","50","44000","168","1.4272544407593775","16.886904761904763","0.5355835683956309","40.14229843266984","39.670424468189395","0.9853916282717438"
"4","true","80","3","150","12","80","50","45000","146","1.5527508885498311","17.15753424657534","0.5537779021764027","43.04277975981184","40.285168120772475","0.9852975198509997"
"2","true","80","3","150","12","80","50","46000","162","1.555793341381047","17.90740740740741","0.5615706210267096","42.34411749001239","40.323693755514164","0.9833408489363857"
"1","true","80","3","150","12","80","50","45000","153","1.486178756011545","16.37908496732026","0.5395706202357783","42.64373653645401","40.2890893049701","0.9859915694539794"
"3","true","80","3","150","12","80","50","50000","144","1.3697050069422447","16.78472222222222","0.5294794897905035","41.60863125954004","40.88559945103421","0.9851622389961822"
"6","true","80","3","150","12","80","50","46000","153","1.5359938347199158","17.30065359477124","0.5372268238529818","41.698566917121006","40.31800803842761","0.9861209685325034"
"4","true","80","3","150","12","80","50","46000","151","1.5191966783482775","17.178807947019866","0.5414350518239527","41.567474471046744","40.09655916086658","0.9874561317517907"
"5","true","80","3","150","12","80","50","45000","185","1.459861835060765","17.0972972972973","0.5232106862843586","42.3136805072656","39.621997843348694","0.9826056268993284"
"2","true","80","3","150","12","80","50","47000","156","1.5446964513550516","16.358974358974358","0.5374084927952351","42.19120168281786","40.23262425252426","0.9853190863640893"
"1","true","80","3","150","12","80","50","46000","156","1.3779169086177565","16.352564102564102","0.5342975664429983","40.065182529514246","40.244583864327026","0.9845681795902403"
"6","true","80","3","150","12","80","50","47000","151","1.5120095770425128","16.62251655629139","0.5170586003434141","42.866858987829026","40.16517988432506","0.9848308989314812"
"3","true","80","3","150","12","80","50","51000","147","1.389622304501314","17.312925170068027","0.46949102393084824","42.30316988342805","40.803548671698856","0.9850700911675357"
"4","true","80","3","150","12","80","50","47000","157","1.544939051341316","17.0828025477707","0.5523153380051321","42.42790178020964","40.013430055876874","0.9874737770806824"
"5","true","80","3","150","12","80","50","46000","170","1.503472746970309","17.811764705882354","0.5925223409477549","42.19623577101689","39.52935986667974","0.9834526026860164"
"2","true","80","3","150","12","80","50","48000","153","1.55275108491244","17.143790849673202","0.5367835640624944","41.98237302454554","39.913145770022545","0.9828546220958776"
"1","true","80","3","150","12","80","50","47000","173","1.4780074352471606","15.497109826589595","0.5387346110739674","42.96105442590844","39.93373198706009","0.9824683854524109"
"6","true","80","3","150","12","80","50","48000","154","1.5024374533150735","17.655844155844157","0.527134723649773","41.225074943899855","40.13939809822566","0.9867758062935078"
"3","true","80","3","150","12","80","50","52000","149","1.3838248043331758","17.57718120805369","0.4509617831842199","41.34841889058523","40.66905205372022","0.9866464072149828"
"4","true","80","3","150","12","80","50","48000","170","1.5502715825500968","17.158823529411766","0.5102459057120458","43.841239051231135","39.79198117831585","0.9845975884717202"
"5","true","80","3","150","12","80","50","47000","176","1.4200041909814454","17.40340909090909","0.5751976111148193","40.29503452838068","39.37545338692285","0.9827761984119269"
"1","true","80","3","150","12","80","50","48000","167","1.4618843878110912","16.419161676646706","0.5329773142579829","41.79664334139098","39.788648171747866","0.9847309087344401"
"2","true","80","3","150","12","80","50","49000","180","1.462166481471439","17.377777777777776","0.5305122736289651","42.516013804071","39.72924223115381","0.9832428193314459"
"3","true","80","3","150","12","80","50","53000","147","1.464396206574327","17.360544217687075","0.5091128195766903","42.38136572389529","40.55033820213705","0.986246446426825"
"6","true","80","3","150","12","80","50","49000","155","1.4673488774584829","18.561290322580646","0.48777963825759635","41.384552655761226","40.040780315655326","0.9866366042544897"
"4","true","80","3","150","12","80","50","49000","148","1.570076214997379","17.033783783783782","0.532119082253833","43.77342257351295","39.73384962258602","0.9847191451818491"
"1","true","80","3","150","12","80","50","49000","161","1.6285437851824678","16.62111801242236","0.5679897404920553","43.412550646024975","39.58670718557004","0.9833957455151483"
"5","true","80","3","150","12","80","50","48000","182","1.4833611826110997","17.093406593406595","0.5707124934383387","41.43729226310438","39.07852171355749","0.9829252034114366"
"2","true","80","3","150","12","80","50","50000","170","1.3858589561077932","17.152941176470588","0.5187196519286866","41.18743196689262","39.65836682678169","0.9849073620233392"
"3","true","80","3","150","12","80","50","54000","148","1.4620678353706307","17.243243243243242","0.48730458931839715","41.75375406442268","40.42927164003529","0.9872698755024074"
"6","true","80","3","150","12","80","50","50000","161","1.5042655021237183","17.726708074534162","0.4977667722588236","41.85181327036521","39.85285756298402","0.985666111165579"
"4","true","80","3","150","12","80","50","50000","150","1.6466554559560915","16.613333333333333","0.5603343466433274","43.57685182910541","39.520439172630134","0.9849171649838292"
"1","true","80","3","150","12","80","50","50000","158","1.5459953055629112","16.962025316455698","0.555979390396703","42.90186594442165","39.60043133026174","0.984060386236647"
"5","true","80","3","150","12","80","50","49000","188","1.4454623598857046","16.904255319148938","0.5378549387395922","40.69751472926861","38.94373100676404","0.9834545632781168"
"3","true","80","3","150","12","80","50","55000","158","1.5811400315604638","16.411392405063292","0.5302120396020231","43.35055894743787","40.34535829820606","0.9865013233996717"
"2","true","80","3","150","12","80","50","51000","159","1.548575411649044","16.91194968553459","0.5092457699723716","43.09602924063467","39.427605136751296","0.982519360846984"
"6","true","80","3","150","12","80","50","51000","160","1.474869594926458","17.56875","0.4894625395230248","42.38008968790789","39.75629840211744","0.986626801293997"
"4","true","80","3","150","12","80","50","51000","169","1.414230039881076","17.01775147928994","0.5484261454108842","40.628157823273696","39.33722184099598","0.9841113616312158"
"1","true","80","3","150","12","80","50","51000","173","1.5014183369021625","16.22543352601156","0.5124537345440623","42.1977797370732","39.40113714341731","0.9841427311047963"
"3","true","80","3","150","12","80","50","56000","145","1.4883480467074792","16.6","0.5105936441118873","41.50185792500424","40.1385158317812","0.9865777864915247"
"5","true","80","3","150","12","80","50","50000","184","1.423034387444411","17.097826086956523","0.5346080723053989","41.82821851076728","38.87961964513283","0.982350749926485"
"2","true","80","3","150","12","80","50","52000","168","1.5200411330612165","16.470238095238095","0.5291982114230783","42.47682105312925","39.25075972943829","0.9824938731496967"
"6","true","80","3","150","12","80","50","52000","161","1.4383035917401212","17.372670807453417","0.5548480213875602","41.151420808912945","39.66169983334967","0.9848740319576564"
"4","true","80","3","150","12","80","50","52000","166","1.4748161030678169","17.204819277108435","0.5124707849358203","41.89816990669516","39.22537006175865","0.9851759631408722"
"3","true","80","3","150","12","80","50","57000","165","1.4480341089541082","17.654545454545456","0.5099217814304291","42.12164049924163","39.977943338888345","0.9864444662288041"
"1","true","80","3","150","12","80","50","52000","161","1.4742487238243533","17.18633540372671","0.544292764403788","42.1116610865957","39.37927654151554","0.985372022350754"
"5","true","80","3","150","12","80","50","51000","200","1.436108029164239","17.58","0.5139614973894797","41.89263090710417","38.635231840015685","0.9826330751887127"
"6","true","80","3","150","12","80","50","53000","168","1.5410163412638742","16.922619047619047","0.49732690838447896","42.78397717535793","39.51445936672875","0.9855818057053293"
"2","true","80","3","150","12","80","50","53000","168","1.5810237035834878","17.732142857142858","0.5293213387782865","43.45016454075087","39.18458974610332","0.9838231545926912"
"4","true","80","3","150","12","80","50","53000","159","1.5057134655917133","16.937106918238992","0.5543676239430965","41.12511143553906","38.99000098029605","0.9853622193902596"
"3","true","80","3","150","12","80","50","58000","147","1.5028104833159082","18.034013605442176","0.5217379451940928","43.2728230011102","39.928340358788354","0.9871718458974648"
"1","true","80","3","150","12","80","50","53000","159","1.4214729958105752","17.22641509433962","0.5606069890406016","40.19836976600702","39.18527595333791","0.9845113224193748"
"6","true","80","3","150","12","80","50","54000","158","1.5510426404019564","16.563291139240505","0.5448961176136504","42.67035088149696","39.49563768258014","0.9840015684736858"
"5","true","80","3","150","12","80","50","52000","189","1.508399018661011","17.04232804232804","0.5291520492755464","42.755996544738274","38.510342123321244","0.9845113224193767"
"2","true","80","3","150","12","80","50","54000","174","1.4667988340346272","17.833333333333332","0.5093401245233599","41.81411811062335","39.00078423683953","0.9838309969610887"
"4","true","80","3","150","12","80","50","54000","166","1.6017333060462635","16.879518072289155","0.5581046059207978","42.799688643128","38.90667581609646","0.9859053034016299"
"3","true","80","3","150","12","80","50","59000","164","1.4819542849240417","16.99390243902439","0.5195023718950375","42.789602439669316","39.735516125870014","0.9862738947162076"
"1","true","80","3","150","12","80","50","54000","170","1.4934242592619444","16.41176470588235","0.536616982972503","41.687811728573145","38.84276051367513","0.9858308009018764"
"6","true","80","3","150","12","80","50","55000","157","1.371168105847816","16.445859872611464","0.5592792564479037","40.99386311807463","39.40358788354083","0.9836467013037993"
"5","true","80","3","150","12","80","50","53000","173","1.3967585351418546","17.028901734104046","0.5292378576570865","42.118170576492425","38.2664444662288","0.9842740907754207"
"2","true","80","3","150","12","80","50","55000","175","1.4162354825818797","15.851428571428572","0.5342238308983999","40.79986805808417","38.933928046269976","0.9851249877463041"
"4","true","80","3","150","12","80","50","55000","167","1.5086287795947926","17.25748502994012","0.5587444375192193","40.376036496752036","38.68316831683168","0.9844485834722128"
"3","true","80","3","150","12","80","50","60000","158","1.5558304123532418","17.329113924050635","0.5092149583943649","43.82786496928969","39.485344574061365","0.9864072149789265"
"1","true","80","3","150","12","80","50","55000","182","1.5299967389461007","17.082417582417584","0.5168681398580987","42.31749059177861","38.747671796882656","0.9857366924811333"
"6","true","80","3","150","12","80","50","56000","173","1.3906731556581877","17.61849710982659","0.5360270573581496","40.015904848481696","39.164885795510244","0.9849897068914832"
"5","true","80","3","150","12","80","50","54000","196","1.44466571325267","17.01530612244898","0.5108078955575687","41.394611577609","37.919811783158515","0.9813312420350973"
"2","true","80","3","150","12","80","50","56000","170","1.3712691479710748","16.95294117647059","0.5476057028615848","39.59344700688935","38.79541221448878","0.9821919419664797"
"4","true","80","3","150","12","80","50","56000","168","1.4890026706930033","18.101190476190474","0.5219174669284389","41.751240820059536","38.53230075482796","0.9853975100480392"
"3","true","80","3","150","12","80","50","61000","153","1.462819362540926","17.091503267973856","0.5738324749274998","40.6136471112507","39.37408097245368","0.9864934810312757"
"1","true","80","3","150","12","80","50","56000","174","1.5486678652903931","17.477011494252874","0.5136785251062634","42.54391873950845","38.616606215076956","0.9832879129497146"
"6","true","80","3","150","12","80","50","57000","175","1.4046745452022624","17.13714285714286","0.5016026961625798","39.954403342640525","38.96500343103617","0.9852132143907487"
"5","true","80","3","150","12","80","50","55000","179","1.482508123593861","17.011173184357542","0.5068528020276282","40.871723592349774","37.8557004215273","0.9818174688756071"
"4","true","80","3","150","12","80","50","57000","165","1.5117535599059089","17.848484848484848","0.5073164417583947","41.88221235620613","38.408097245368104","0.9856190569552047"
"2","true","80","3","150","12","80","50","57000","185","1.4628515926657149","17.35135135135135","0.5220489630814371","42.39670897590844","38.4555435741594","0.9822546809136383"
"3","true","80","3","150","12","80","50","62000","170","1.4988558643776082","17.147058823529413","0.5255311518113792","42.534428142427615","39.20605822958534","0.9862346828742328"
"1","true","80","3","150","12","80","50","57000","180","1.4633826741706366","17.488888888888887","0.5345398406420323","41.476629320294485","38.50847956082737","0.9840721497892394"
"6","true","80","3","150","12","80","50","58000","164","1.5301393065195181","16.695121951219512","0.508536418769827","43.271315876252096","38.85952357611999","0.9839270659739278"
"4","true","80","3","150","12","80","50","58000","178","1.5182791154164905","17.073033707865168","0.5059542897356688","41.18844972253116","38.14831879227527","0.9849230467601272"
"5","true","80","3","150","12","80","50","56000","184","1.5152747231615906","16.755434782608695","0.5170156447614552","41.29777563713754","37.61856680717577","0.9797078717772831"
"2","true","80","3","150","12","80","50","58000","188","1.560160572141961","18.23936170212766","0.5218296342399018","41.614919989421374","38.21164591706695","0.9842250759729465"
"3","true","80","3","150","12","80","50","63000","165","1.4189225992965442","16.654545454545456","0.49863677807375734","41.04425114057595","38.92236055288697","0.984848544260372"
"1","true","80","3","150","12","80","50","58000","171","1.4770422229820468","16.660818713450293","0.5228524955787592","42.35653331857185","38.36604254484855","0.9830055876874851"
"6","true","80","3","150","12","80","50","59000","174","1.477364758765918","16.126436781609197","0.5221007364699862","41.681232179338316","38.501813547691405","0.9827565924909369"
"4","true","80","3","150","12","80","50","59000","175","1.55434729173852","16.737142857142857","0.4965970776962562","43.5995805872985","38.00460739143221","0.9839839231447994"
"2","true","80","3","150","12","80","50","59000","182","1.552910704009675","16.785714285714285","0.5504196923274697","42.63532549287712","38.00499950985198","0.9847034604450601"
"5","true","80","3","150","12","80","50","57000","185","1.4723609850429877","16.302702702702703","0.5412539917875795","41.20808415880658","37.68855994510342","0.9797725713165427"
"3","true","80","3","150","12","80","50","64000","170","1.4881956808492904","18.205882352941178","0.4813274348818454","42.25216342499309","39.053230075482794","0.9862464464268281"
"1","true","80","3","150","12","80","50","59000","172","1.4281107705150953","16.523255813953487","0.5749157632804235","40.96530885488145","38.24389765709244","0.9830840113714382"
"6","true","80","3","150","12","80","50","60000","169","1.5447788589967006","18.035502958579883","0.5612119515047536","42.274798072055965","38.38849132437996","0.9835074992647815"
"4","true","80","3","150","12","80","50","60000","175","1.4900271280556974","17.44","0.5516804843619434","42.05376316225547","37.93039898049211","0.9845583766297503"
"2","true","80","3","150","12","80","50","60000","180","1.5344810979748205","16.9","0.5478599854342417","42.68307260198278","37.937261052837954","0.9836917949220693"
