"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"M5Model_Dresslar.nlogo"
"randotime"
"04/20/2025 08:42:55:619 -1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-50","50","-50","50"
"run_number","Randos?","weirdness","farm_cost","fission_energy","swidden_radius","the_min_fertility","move_rate","step","count_households","mean_fission_rate","mean_farm_dist","mean_min_fertility","mean_move_threshold","mean_vegetation"
"6","true","80","3","150","12","80","50","27000","99","1.4307696972030495","17.22222222222222","0.5546973173523038","41.164446744561374","44.492304676012154"
"1","true","80","3","150","12","80","50","24500","113","1.5066724729674366","18.07079646017699","0.5847713315964729","43.43083365853385","44.37810018625625"
"2","true","80","3","150","12","80","50","27500","105","1.4580406919339575","17.533333333333335","0.5125621904486066","40.435593083610485","44.092736006273896"
"3","true","80","3","150","12","80","50","28500","109","1.5322472686750401","17.81651376146789","0.4809963351318663","42.9469014150173","44.088422703656505"
"4","true","80","3","150","12","80","50","28000","111","1.4013787942876825","17.25225225225225","0.4944839538126756","41.24670422453869","43.75845505342613"
"5","true","80","3","150","12","80","50","26000","119","1.4660718742349197","17.394957983193276","0.5204193291798839","41.21081731798184","43.568571708656016"
"6","true","80","3","150","12","80","50","27500","97","1.326759356472292","16.670103092783506","0.5384826174956153","38.85083881355765","44.41848838349181"
"1","true","80","3","150","12","80","50","25000","111","1.5011145769710592","16.81981981981982","0.521955455976914","42.11716076671433","44.26203313400647"
"3","true","80","3","150","12","80","50","29000","109","1.560206059597754","16.871559633027523","0.5245336985077093","43.189895156631344","44.04097637486521"
"2","true","80","3","150","12","80","50","28000","114","1.51305887784327","18.149122807017545","0.5345626027028012","42.51576349883933","44.0484266248407"
"4","true","80","3","150","12","80","50","28500","120","1.4966408997464904","16.966666666666665","0.5204081961532877","42.26085528952702","43.697284579943144"
"5","true","80","3","150","12","80","50","26500","122","1.4324694346001685","17.868852459016395","0.4918506224909982","41.76214690599781","43.591510636212135"
"6","true","80","3","150","12","80","50","28000","99","1.4287138911969148","16.09090909090909","0.5037423857181962","41.224547212898315","44.48240368591315"
"3","true","80","3","150","12","80","50","29500","113","1.5520477202240948","18.141592920353983","0.5025948810790334","43.40878862099987","44.06685619056955"
"2","true","80","3","150","12","80","50","28500","115","1.5055213270964485","16.791304347826088","0.5398992836730089","42.29262834890682","43.979511812567395"
"1","true","80","3","150","12","80","50","25500","106","1.4298157013709583","17.028301886792452","0.5522005092959824","42.323494171096904","44.25085775904323"
"4","true","80","3","150","12","80","50","29000","123","1.4412963561379215","17.227642276422763","0.538137811113352","42.4156185969305","43.606411136163125"
"6","true","80","3","150","12","80","50","28500","113","1.4490918087009588","16.849557522123895","0.5127927637192125","40.887684415292334","44.128516812077244"
"5","true","80","3","150","12","80","50","27000","116","1.3812705643147154","18.67241379310345","0.5044749887547448","41.017001839992915","43.524850504852466"
"2","true","80","3","150","12","80","50","29000","109","1.4525837428496637","16.908256880733944","0.5093788283342796","41.098925313424125","43.929908832467405"
"3","true","80","3","150","12","80","50","30000","114","1.5005386517830626","17.24561403508772","0.5052082789949816","41.34496715720783","43.960788158023725"
"1","true","80","3","150","12","80","50","26000","112","1.4476263381805659","17.339285714285715","0.502786653543841","40.25700246876742","44.238015880796"
"4","true","80","3","150","12","80","50","29500","126","1.5020671613451737","17.666666666666668","0.5348242166743356","41.652545297109704","43.554847563964316"
"6","true","80","3","150","12","80","50","29000","109","1.5255615734733836","17.34862385321101","0.4811035259124665","42.21525873274636","43.9352024311342"
"5","true","80","3","150","12","80","50","27500","132","1.4798442625568577","18.03030303030303","0.5040784496019051","41.11842725161378","43.393294775022056"
"2","true","80","3","150","12","80","50","29500","112","1.4909692864472177","17.991071428571427","0.5365602208598136","42.16557711151143","43.87226742476228"
"3","true","80","3","150","12","80","50","30500","116","1.4325174356177255","15.905172413793103","0.47555817508919457","41.40231360539787","43.91147926673855"
"4","true","80","3","150","12","80","50","30000","126","1.5672419224738026","17.253968253968253","0.5503484141910602","42.83925092445348","43.38241348887364"
"1","true","80","3","150","12","80","50","26500","116","1.426524411487253","18","0.47611791663664055","42.475124089890706","44.09067738457014"
"6","true","80","3","150","12","80","50","29500","109","1.546109781545205","16.770642201834864","0.46483882634897383","43.12335457940189","43.89795118125674"
"5","true","80","3","150","12","80","50","28000","120","1.486233899496478","17.641666666666666","0.4763102823904468","41.56275366203347","43.41809626507205"
"2","true","80","3","150","12","80","50","30000","117","1.426595241542672","18","0.5218432684059977","39.37864494313779","43.781197921772375"
"3","true","80","3","150","12","80","50","31000","114","1.533995141485466","17.350877192982455","0.5025498408747366","43.69044249011005","43.8183511420449"
"4","true","80","3","150","12","80","50","30500","116","1.480040442940407","17.025862068965516","0.5379677354209165","41.78776482884232","43.33026173904519"
"6","true","80","3","150","12","80","50","30000","117","1.565666855337508","17.794871794871796","0.5122574035431995","43.26354588476102","43.674737770806786"
"1","true","80","3","150","12","80","50","27000","115","1.4080374050936801","17.078260869565216","0.49476248907206055","39.13373603983704","44.16008234486815"
"5","true","80","3","150","12","80","50","28500","116","1.5442012695121932","17.137931034482758","0.4913716615123729","43.32220526672918","43.3001666503284"
"3","true","80","3","150","12","80","50","31500","110","1.5795209448195284","16.98181818181818","0.5406533669762598","44.14957888242107","43.59523576119988"
"2","true","80","3","150","12","80","50","30500","126","1.3343702191440736","17.555555555555557","0.5108611847891128","39.28399411858895","43.775414175080876"
"4","true","80","3","150","12","80","50","31000","132","1.5284433190095799","16.560606060606062","0.5713964484536375","43.175815252947736","43.130183315361236"
"6","true","80","3","150","12","80","50","30500","121","1.582563775959543","18.206611570247933","0.5381574454605629","44.26174251997859","43.643858445250466"
"1","true","80","3","150","12","80","50","27500","117","1.406029783885829","16.923076923076923","0.5043845736501362","41.64518326323085","43.853053622193904"
"5","true","80","3","150","12","80","50","29000","127","1.489660703425825","17.125984251968504","0.525985203160342","42.28798156705065","43.1558670718557"
"3","true","80","3","150","12","80","50","32000","128","1.5018350687267006","18.0625","0.5152792486735117","42.55414620998576","43.42025291638075"
"2","true","80","3","150","12","80","50","31000","114","1.4089483409579489","18.13157894736842","0.5322852987108303","39.88532720571442","43.751592981080286"
"6","true","80","3","150","12","80","50","31000","116","1.528103467591062","17.655172413793103","0.5231641473989238","42.14477965123366","43.602784040780314"
"4","true","80","3","150","12","80","50","31500","141","1.4793480447506424","16.52482269503546","0.5868484134100221","43.446786444112576","42.98470738162925"
"1","true","80","3","150","12","80","50","28000","116","1.444959340430297","17.560344827586206","0.5461403009691047","40.260837467169964","43.77580629350064"
"5","true","80","3","150","12","80","50","29500","120","1.5374205252686228","17.433333333333334","0.4986806986347125","43.16666331437505","43.14371140084305"
"3","true","80","3","150","12","80","50","32500","115","1.5747664998114435","17.68695652173913","0.5343761070148909","42.7089741137383","43.20556808156063"
"2","true","80","3","150","12","80","50","31500","122","1.4380049535897823","16.991803278688526","0.5144223922453711","42.57527043801516","43.638270757768844"
"6","true","80","3","150","12","80","50","31500","113","1.538583149709248","17.238938053097346","0.524037575534032","42.65970240783328","43.6119007940398"
"4","true","80","3","150","12","80","50","32000","131","1.5531024694841298","15.977099236641221","0.5723448538089893","42.073256806422776","43.00656798353103"
"5","true","80","3","150","12","80","50","30000","121","1.5842277940684377","17.619834710743802","0.5060532088649239","43.369703672813195","43.1226350357808"
"1","true","80","3","150","12","80","50","28500","130","1.4673857060672126","17.523076923076925","0.5525570026940068","41.760526123425926","43.647779629448095"
"3","true","80","3","150","12","80","50","33000","118","1.5208078865901151","17.152542372881356","0.5559653429100178","42.05837816131307","43.166454269189295"
"2","true","80","3","150","12","80","50","32000","118","1.4478264220652455","17.593220338983052","0.5243291293678618","40.963084715147005","43.64179982354671"
"6","true","80","3","150","12","80","50","32000","115","1.5023991932449061","18.22608695652174","0.5109435803735679","42.43051875131509","43.5128908930497"
"4","true","80","3","150","12","80","50","32500","148","1.577282014655092","17.52027027027027","0.5660272602216498","43.63903361817484","42.92637976668954"
"5","true","80","3","150","12","80","50","30500","116","1.5730503677405003","16.482758620689655","0.5111504226561591","43.49512569353465","42.97451230271542"
"3","true","80","3","150","12","80","50","33500","142","1.5244379994817496","17.408450704225352","0.5054556720566512","44.84720197975518","43.01833153612391"
"1","true","80","3","150","12","80","50","29000","124","1.4866034786277607","17.266129032258064","0.5439017094034306","41.181107701798275","43.58553083031075"
"2","true","80","3","150","12","80","50","32500","114","1.4440439146128201","17.035087719298247","0.5379059104666688","42.83555692364284","43.548965787667875"
"6","true","80","3","150","12","80","50","32500","113","1.5156453505307208","17.309734513274336","0.5479826946504214","43.61760168269806","43.49279482403686"
"4","true","80","3","150","12","80","50","33000","140","1.4430298729865156","16.87142857142857","0.5182009000524811","42.018310607339494","42.865993530046076"
"5","true","80","3","150","12","80","50","31000","125","1.5506860691500428","17.464","0.5357452127861275","44.046587557254135","42.84109401039114"
"3","true","80","3","150","12","80","50","34000","122","1.5592737631579783","17.860655737704917","0.5475986043823207","43.17731780564506","42.86089599058916"
"2","true","80","3","150","12","80","50","33000","113","1.469523888362826","16.424778761061948","0.523947604760583","43.25728217451579","43.480737182629156"
"1","true","80","3","150","12","80","50","29500","115","1.4018403925049008","17.77391304347826","0.5725681989980598","41.79813572151357","43.55651406724831"
"6","true","80","3","150","12","80","50","33000","114","1.4245705839726295","16.29824561403509","0.5609106934036944","41.18959567050539","43.373002646799335"
"5","true","80","3","150","12","80","50","31500","119","1.494180873826525","18.235294117647058","0.5408770655082662","42.794928470428","42.84187824723066"
"4","true","80","3","150","12","80","50","33500","138","1.4579335835301603","16.318840579710145","0.5364468407433612","39.29808035542967","42.8867758062935"
"2","true","80","3","150","12","80","50","33500","119","1.4851109351303267","16.798319327731093","0.5543877440660997","41.5576174085749","43.38662876188609"
"3","true","80","3","150","12","80","50","34500","140","1.517251945280491","18.085714285714285","0.5062423737134996","43.435789811310165","42.760513675129886"
"1","true","80","3","150","12","80","50","30000","115","1.4223645451783828","17.252173913043478","0.5494582875765044","40.55665175641926","43.51210665621018"
"6","true","80","3","150","12","80","50","33500","123","1.5009437171024427","18.089430894308943","0.5108251727273717","42.700164434672175","43.42417410057838"
"5","true","80","3","150","12","80","50","32000","127","1.460871179147671","17.236220472440944","0.5475816951430313","40.450545991412234","42.79325556318008"
"4","true","80","3","150","12","80","50","34000","122","1.444220157874079","16.84426229508197","0.5440118085497457","42.04100185399635","42.77061072443878"
"2","true","80","3","150","12","80","50","34000","126","1.5144079331540032","17.666666666666668","0.4950797420594147","42.022475803484625","43.35682776198412"
"3","true","80","3","150","12","80","50","35000","133","1.4543228655295282","17.172932330827066","0.4835318219660757","41.96112882300038","42.71698853053622"
"1","true","80","3","150","12","80","50","30500","129","1.430042899095023","15.922480620155039","0.5162414248927507","40.87871274276785","43.40672483089893"
"6","true","80","3","150","12","80","50","34000","124","1.4108498983876971","17.580645161290324","0.5421942099390133","41.60902721776787","43.342123321243015"
"5","true","80","3","150","12","80","50","32500","139","1.429062805029656","17.453237410071942","0.5570674218427435","41.75916769545313","42.660621507695325"
"4","true","80","3","150","12","80","50","34500","132","1.439752373018658","16.757575757575758","0.5473895622159153","43.069122062370845","42.74620135280855"
"2","true","80","3","150","12","80","50","34500","117","1.5748780444047326","16.700854700854702","0.5154900618772891","43.439692313291275","43.28487403195765"
"3","true","80","3","150","12","80","50","35500","131","1.3559925039103313","17.946564885496183","0.5298224499553399","39.65626195354351","42.69248112930105"
"6","true","80","3","150","12","80","50","34500","125","1.409793483928464","17.472","0.5311710608146696","41.13068572227293","43.34408391334183"
"1","true","80","3","150","12","80","50","31000","123","1.425917570481288","16.959349593495936","0.49730345293405576","40.40334759260394","43.27830604842662"
"4","true","80","3","150","12","80","50","35000","131","1.4195289311060673","16.16030534351145","0.5244150240390341","41.30617513275754","42.575923929026565"
"5","true","80","3","150","12","80","50","33000","138","1.5133799653646076","16.28985507246377","0.5587509972928896","43.460367312365854","42.50593079109891"
"2","true","80","3","150","12","80","50","35000","125","1.445802051332475","16.96","0.5431666470084007","41.31072658147062","43.009508871679245"
"3","true","80","3","150","12","80","50","36000","130","1.467539025099721","16.376923076923077","0.594883845098698","42.743405072154665","42.63425154396628"
"6","true","80","3","150","12","80","50","35000","124","1.4418396713638157","17.862903225806452","0.5314540649685802","41.45220505525964","43.36153318302127"
"1","true","80","3","150","12","80","50","31500","125","1.4615901047286857","16.944","0.5238967944109113","41.670284842994974","43.30751887069895"
"4","true","80","3","150","12","80","50","35500","141","1.4178922107282697","16.68794326241135","0.5236620802068029","41.01450189171708","42.416527791393"
"5","true","80","3","150","12","80","50","33500","139","1.5102199363957542","16.546762589928058","0.5604850134385746","42.321678401284814","42.380354867169885"
"2","true","80","3","150","12","80","50","35500","125","1.3889200579591447","15.776","0.5296502974202225","40.81521604520112","42.995098519752965"
"3","true","80","3","150","12","80","50","36500","123","1.581244875000042","16.78048780487805","0.6103360090275142","43.90569602019153","42.47544358396236"
"6","true","80","3","150","12","80","50","35500","120","1.4688545041345573","17.675","0.4889820712389916","43.28764360409404","43.31251838055093"
"1","true","80","3","150","12","80","50","32000","120","1.4984345797532939","17.225","0.49991508831502446","42.18762837732564","43.250367611018525"
"2","true","80","3","150","12","80","50","36000","124","1.4146559997046666","15.82258064516129","0.5291883021390926","41.68799336811859","42.89501029310852"
"4","true","80","3","150","12","80","50","36000","143","1.5461306674125637","16.755244755244757","0.522386392785886","41.945949739652285","42.230075482795804"
"5","true","80","3","150","12","80","50","34000","137","1.4883760819968401","16.846715328467152","0.536859530485009","42.4329266742476","42.30732281148907"
"3","true","80","3","150","12","80","50","37000","136","1.4503676578298719","18.25","0.5743913598824264","42.61760487232745","42.46887560043133"
"6","true","80","3","150","12","80","50","36000","111","1.4542398315080232","18.27927927927928","0.47071321151057344","41.20181080055279","43.27595333790805"
"1","true","80","3","150","12","80","50","32500","119","1.5017255039849164","17.41176470588235","0.46502023386933977","41.02749421269942","43.20997941378296"
"2","true","80","3","150","12","80","50","36500","127","1.5328713480390534","15.204724409448819","0.515620770360952","41.32314905028648","42.84374080972454"
"4","true","80","3","150","12","80","50","36500","142","1.5236864873566556","17.225352112676056","0.5208717186370322","42.708467070871265","42.28967748259974"
"5","true","80","3","150","12","80","50","34500","140","1.6165705601536984","17.92142857142857","0.5015550599076393","43.31867809494971","42.28477600235271"
"6","true","80","3","150","12","80","50","36500","122","1.5287908754025075","17.762295081967213","0.48994904338175904","42.33100293672314","43.21419468679541"
"3","true","80","3","150","12","80","50","37500","137","1.5109370973336762","18.1021897810219","0.567784273322732","43.10201638601777","42.420154886775805"
"2","true","80","3","150","12","80","50","37000","127","1.5704272839910465","16.165354330708663","0.47029520105362743","42.08073503068686","42.819821586119005"
"1","true","80","3","150","12","80","50","33000","127","1.4458138386828798","17.480314960629922","0.4691220761953275","41.35300517082693","42.97568865797471"
"5","true","80","3","150","12","80","50","35000","136","1.640640364682852","17.316176470588236","0.49846132994653186","44.7981775486656","42.25595529850015"
"4","true","80","3","150","12","80","50","37000","154","1.3470616651752452","17.928571428571427","0.5202297389747437","39.59713005019355","42.13155572983041"
"6","true","80","3","150","12","80","50","37000","123","1.5555341085916425","16.252032520325205","0.43447415141567247","43.72425898621045","43.090775414175084"
"3","true","80","3","150","12","80","50","38000","138","1.5974323367527787","18.355072463768117","0.6019548752203714","43.892633032862555","42.38829526517008"
"2","true","80","3","150","12","80","50","37500","130","1.5516351994462918","16.03846153846154","0.49757468522945325","42.53764235913657","42.66699343201647"
"1","true","80","3","150","12","80","50","33500","130","1.4701653113577575","17.130769230769232","0.45432840817591635","41.084105558639045","42.93716302323302"
"5","true","80","3","150","12","80","50","35500","147","1.4745696568427875","16.258503401360546","0.5657137736362216","41.83258824256058","42.14243701597883"
"4","true","80","3","150","12","80","50","37500","144","1.469065788799113","17.479166666666668","0.5264048124572611","40.90271578253348","42.13233996666993"
"6","true","80","3","150","12","80","50","37500","116","1.5706125205662635","15.96551724137931","0.4960715025089474","43.130283470850856","43.03205568081561"
"2","true","80","3","150","12","80","50","38000","123","1.4526089792200305","16.30081300813008","0.5211804727981176","40.858641929007064","42.62836976766984"
"3","true","80","3","150","12","80","50","38500","140","1.4768117746324754","18.321428571428573","0.5668554104938066","41.44241211025902","42.29203019311832"
"1","true","80","3","150","12","80","50","34000","127","1.4063126255267764","16.456692913385826","0.4727904796428881","40.23488966591222","42.90559749044211"
"5","true","80","3","150","12","80","50","36000","144","1.5445457158434461","17","0.576148443258679","41.79141317985174","42.02342907558083"
"6","true","80","3","150","12","80","50","38000","127","1.5689769722814126","17.818897637795274","0.4776743627434488","43.39301737058463","43.02656602293893"
"4","true","80","3","150","12","80","50","38000","131","1.5081124072953436","17.114503816793892","0.5184731412132403","41.789244273988324","42.010783256543476"
"2","true","80","3","150","12","80","50","38500","126","1.4985165904573967","16.77777777777778","0.5507655435436952","42.22205934328","42.50965591608666"
"3","true","80","3","150","12","80","50","39000","129","1.4973659608565089","17.751937984496124","0.5751687781713558","43.01392419445668","42.18008038427605"
"1","true","80","3","150","12","80","50","34500","126","1.4470350805582066","17.555555555555557","0.47306512910644977","41.931558002715065","42.78021762572297"
"6","true","80","3","150","12","80","50","38500","127","1.5225592758756843","17.74015748031496","0.5262556234051944","43.18608383488734","42.81688069797079"
"5","true","80","3","150","12","80","50","36500","142","1.5873652612273799","17.274647887323944","0.5317716894250265","41.97346908427525","41.991961572394864"
"4","true","80","3","150","12","80","50","38500","143","1.5310808331822685","16.615384615384617","0.5315039483946579","42.772507338290936","42.03538868738359"
"2","true","80","3","150","12","80","50","39000","128","1.5153138293261164","16.1640625","0.5449232504964968","41.528573818103354","42.400646995392606"
"3","true","80","3","150","12","80","50","39500","136","1.5624830325258847","17.183823529411764","0.6235611344311843","43.90504501900017","42.11440054896579"
"6","true","80","3","150","12","80","50","39000","123","1.4968236111597835","17.84552845528455","0.501872573876642","41.90131015548198","42.67277717870797"
"1","true","80","3","150","12","80","50","35000","133","1.475396703206557","17.56390977443609","0.5271291858835585","41.30828910668027","42.79747083619253"
"5","true","80","3","150","12","80","50","37000","134","1.5252472662025862","16.686567164179106","0.5295748800801072","40.63424140102377","41.90549946083717"
"4","true","80","3","150","12","80","50","39000","135","1.627363912124458","17.548148148148147","0.5174487913844206","43.25741620295265","41.91883148710911"
"2","true","80","3","150","12","80","50","39500","131","1.5458912075767395","15.488549618320612","0.5425252403591844","42.106364246427134","42.29477502205666"
"3","true","80","3","150","12","80","50","40000","139","1.4793459151349213","16.712230215827336","0.5922142418713394","41.961098838471514","42.157827663954514"
"6","true","80","3","150","12","80","50","39500","124","1.4572085723707886","18.274193548387096","0.5272870971820537","43.47057004197364","42.70267620821488"
"5","true","80","3","150","12","80","50","37500","147","1.5332701799240605","17.4421768707483","0.4881153800745423","42.21938866194594","41.86305264189785"
"1","true","80","3","150","12","80","50","35500","135","1.544886291107713","17.807407407407407","0.5562555282884459","41.13666680182817","42.698068816782666"
"2","true","80","3","150","12","80","50","40000","125","1.5298594469542455","16.184","0.5239657393142446","42.71295642327519","42.11665522987942"
"4","true","80","3","150","12","80","50","39500","137","1.485669900994999","17.919708029197082","0.49478086832508833","42.27153411924304","41.84079992157631"
"3","true","80","3","150","12","80","50","40500","137","1.5157767225740157","16.824817518248175","0.5618706091108826","42.61315339236277","42.020880305852366"
"6","true","80","3","150","12","80","50","40000","128","1.5192337440102162","17.7890625","0.5480766541228549","42.55533841670996","42.658268797176746"
"5","true","80","3","150","12","80","50","38000","136","1.5228810276454574","16.720588235294116","0.5370124961835934","42.17394435720056","41.73757474757377"
"1","true","80","3","150","12","80","50","36000","127","1.578386906296895","17.133858267716537","0.5422431271281414","43.45817150953634","42.69512792863445"
"2","true","80","3","150","12","80","50","40500","130","1.4090543358297418","16.369230769230768","0.5422829719216737","40.438999628025066","42.11626311145966"
"4","true","80","3","150","12","80","50","40000","139","1.4780973655512908","17.33093525179856","0.5079652488930274","43.29069324861793","41.79384374080973"
"3","true","80","3","150","12","80","50","41000","141","1.5575200133643674","16.851063829787233","0.5539830328115879","43.36491406643618","41.86844427016959"
"6","true","80","3","150","12","80","50","40500","131","1.5075537100889824","17.206106870229007","0.5760160379083813","42.054311290206094","42.646897363003625"
"5","true","80","3","150","12","80","50","38500","145","1.4525034288424772","18.193103448275863","0.560038946065123","41.564887340467116","41.619253014410354"
"1","true","80","3","150","12","80","50","36500","138","1.556586914149027","17.31159420289855","0.5795172293589556","43.21885200222308","42.70208803058524"
"2","true","80","3","150","12","80","50","41000","133","1.5157114640828553","16.81203007518797","0.5366413375742237","42.49273767246021","41.97804136849329"
"4","true","80","3","150","12","80","50","40500","158","1.532816173619266","17.050632911392405","0.536673820263742","42.643739073015794","41.73796686599353"
"6","true","80","3","150","12","80","50","41000","125","1.5660232683820623","17.216","0.5605806682209272","43.565486639327965","42.60101950789139"
"3","true","80","3","150","12","80","50","41500","136","1.5340693400877106","18.110294117647058","0.5194620441028043","42.91591190431329","41.77923732967356"
"5","true","80","3","150","12","80","50","39000","146","1.4958149685811308","17.904109589041095","0.5806260277061881","42.005563278162896","41.6482697774728"
"2","true","80","3","150","12","80","50","41500","144","1.5231228302413684","16.8125","0.5212155000658938","42.76085283657657","41.849916674835804"
"1","true","80","3","150","12","80","50","37000","141","1.5855989325787545","17.319148936170212","0.5819419961742166","42.94917096943367","42.51700813645721"
"4","true","80","3","150","12","80","50","41000","141","1.4933960051907986","16.617021276595743","0.5411875371926025","41.734220540984936","41.68258013920204"
"6","true","80","3","150","12","80","50","41500","119","1.5388389730559937","16.03361344537815","0.5179383604557909","41.73753393330229","42.48318792275267"
"3","true","80","3","150","12","80","50","42000","130","1.479186705674873","16.392307692307693","0.4836803410472293","42.461538048024885","41.68375649446133"
"5","true","80","3","150","12","80","50","39500","136","1.5032202232278746","17.83823529411765","0.5670261465201644","41.273289555783","41.683560435251444"
"2","true","80","3","150","12","80","50","42000","146","1.4785475495063525","17.068493150684933","0.47679705191416416","41.66733471937185","41.81070483285952"
"1","true","80","3","150","12","80","50","37500","139","1.6066572428562849","17.223021582733814","0.5602299651874763","42.683348117237784","42.417017939417704"
"4","true","80","3","150","12","80","50","41500","134","1.488295270100356","16.223880597014926","0.5416455599563368","41.44407035352725","41.65542593863347"
"6","true","80","3","150","12","80","50","42000","121","1.535499299315681","17.429752066115704","0.5295334899230254","42.90657463499277","42.42917361043035"
"3","true","80","3","150","12","80","50","42500","144","1.4143261461756187","16.381944444444443","0.4472884347947568","41.18913954052863","41.70375453386923"
"2","true","80","3","150","12","80","50","42500","155","1.5052997250416498","17.251612903225805","0.5307041748047419","43.16576607849659","41.698068816782666"
"5","true","80","3","150","12","80","50","40000","140","1.5162108960582403","17.95","0.5326072302757894","43.490259672062045","41.547495343593766"
"4","true","80","3","150","12","80","50","42000","140","1.5239637996988782","16.228571428571428","0.5170135420060923","41.134285032688545","41.59611802764435"
"1","true","80","3","150","12","80","50","38000","132","1.6511126167010337","17.310606060606062","0.5681109352052245","45.22640568776162","42.303499656896385"
"6","true","80","3","150","12","80","50","42500","132","1.576320240705173","17.954545454545453","0.5746535822447552","43.83329329998658","42.34849524556416"
"3","true","80","3","150","12","80","50","43000","151","1.3802386976537968","16.76158940397351","0.43338179912097297","41.83720303662736","41.53475149495148"
"2","true","80","3","150","12","80","50","43000","152","1.4692960181788812","16.06578947368421","0.5175443931590478","42.116196883826035","41.57151259680423"
"5","true","80","3","150","12","80","50","40500","156","1.4269866771133217","17.365384615384617","0.6103325963840526","40.87545300077453","41.48995196549358"
"4","true","80","3","150","12","80","50","42500","147","1.5864583763590907","16.761904761904763","0.5301201210298301","43.138452997644166","41.4333888834428"
"6","true","80","3","150","12","80","50","43000","116","1.5140453633951734","17.525862068965516","0.5742690382364866","43.91169639936886","42.36221939025586"
"1","true","80","3","150","12","80","50","38500","139","1.5688754399635314","18.546762589928058","0.5493930728645318","43.26032828159355","42.25183805509264"
"3","true","80","3","150","12","80","50","43500","150","1.4253901386522163","17.713333333333335","0.44995348166834626","40.0700323451218","41.302617390451914"
"2","true","80","3","150","12","80","50","43500","144","1.476754703999868","17.229166666666668","0.5124060577328897","40.639960733498604","41.458092343887856"
"6","true","80","3","150","12","80","50","43500","125","1.4530680981528559","17.976","0.5492019360185308","42.188293971386905","42.277717870796984"
"4","true","80","3","150","12","80","50","43000","150","1.5079438429889165","17.166666666666668","0.507833288347744","43.3823507523593","41.29359866679737"
"5","true","80","3","150","12","80","50","41000","146","1.5429594669244469","17.82191780821918","0.577062206232219","41.56018087429802","41.54720125477894"
"1","true","80","3","150","12","80","50","39000","133","1.5147002535681833","17.75187969924812","0.5262408756908541","41.24732305225996","42.298402117439466"
"3","true","80","3","150","12","80","50","44000","137","1.5345437172821295","16.83941605839416","0.4848949420122892","41.67624515789206","41.25526909126556"
"2","true","80","3","150","12","80","50","44000","153","1.5576292774555027","16.941176470588236","0.520347443644978","43.274746370788286","41.507989412802665"
"6","true","80","3","150","12","80","50","44000","125","1.3913648632776414","18.224","0.5402364544173894","40.50126758255109","42.251543966277815"
"5","true","80","3","150","12","80","50","41500","149","1.5319270203244946","17.966442953020135","0.5454756253303561","43.25860384663544","41.4386824821096"
"4","true","80","3","150","12","80","50","43500","162","1.5240417323141329","17.438271604938272","0.488411594355256","43.32751429572302","41.2486030781296"
"1","true","80","3","150","12","80","50","39500","135","1.4886190064438158","17.45925925925926","0.5337787149433652","41.327976849169175","42.253504558376626"
"3","true","80","3","150","12","80","50","44500","146","1.5280826534322778","16.267123287671232","0.5297590013045596","43.970350465731094","41.201940986177824"
"6","true","80","3","150","12","80","50","44500","129","1.4149869396847543","19.031007751937985","0.5269838030449014","41.49939404361513","42.2358592294873"
"2","true","80","3","150","12","80","50","44500","152","1.405228048778725","17.526315789473685","0.5067563060761672","40.60601098857501","41.374571120478386"
"4","true","80","3","150","12","80","50","44000","160","1.4585372153683582","16.0375","0.48661639262007783","41.050059846350656","41.17164983825115"
"5","true","80","3","150","12","80","50","42000","153","1.5584341283812302","17.522875816993466","0.5892228907027683","42.61193879318313","41.3259484364278"
"1","true","80","3","150","12","80","50","40000","137","1.5547692800725323","17.802919708029197","0.5468958975003181","43.393424791812365","42.19517694343692"
"3","true","80","3","150","12","80","50","45000","136","1.528697996808202","16.169117647058822","0.5350924275318268","43.185474788508785","41.16655229879424"
"6","true","80","3","150","12","80","50","45000","133","1.4398500315467009","18.285714285714285","0.5331937573741198","42.150007770835664","42.207038525634744"
"2","true","80","3","150","12","80","50","45000","144","1.4028946193850036","17.84027777777778","0.4875808066529047","40.64522709355311","41.20517596314087"
"4","true","80","3","150","12","80","50","44500","141","1.430867568401323","17.97163120567376","0.5132215104414601","40.429625967981806","41.040682286050384"
"5","true","80","3","150","12","80","50","42500","146","1.5054088538420527","17.828767123287673","0.547436727587753","42.48905434456844","41.25879815704343"
"3","true","80","3","150","12","80","50","45500","145","1.5053408424165153","15.931034482758621","0.5397736057472028","41.90203634266385","41.115380845015196"
"1","true","80","3","150","12","80","50","40500","132","1.5296663113148399","17.651515151515152","0.5358861919945158","41.877525907745074","42.15733751592981"
"6","true","80","3","150","12","80","50","45500","128","1.5288447483602872","18.765625","0.5037213757549062","43.270025766861366","42.201646897363005"
"2","true","80","3","150","12","80","50","45500","147","1.427686522694915","17.006802721088434","0.4952289651674847","40.977398912264135","41.199196157239484"
"4","true","80","3","150","12","80","50","45000","150","1.4230540348604213","18.3","0.4940877210502819","41.167243816051894","41.04460347024801"
"5","true","80","3","150","12","80","50","43000","150","1.5337048088901128","17.9","0.5339665417057092","42.36858635256114","41.2712479168709"
"3","true","80","3","150","12","80","50","46000","157","1.4923537646461402","16.81528662420382","0.5173701011435801","41.74987902099736","40.96029800999902"
