altruistic_probability,selfish_probability,cost_of_altruism,benefit_from_altruism,disease,harshness,run_number,ticks,altruists,selfish,void,max_pink,max_green,max_black
0.26,0.26,0.0,0.5,1.0,0.75,4,81.0,901.0,0.0,780.0,901.0,426.0,1176.0
0.26,0.26,0.0,0.5,1.0,0.75,5,61.0,695.0,0.0,986.0,745.0,367.0,1107.0
0.26,0.26,0.0,0.5,1.0,0.75,6,66.0,706.0,0.0,975.0,739.0,450.0,1134.0
0.26,0.26,0.0,0.5,1.0,0.75,7,59.0,858.0,0.0,823.0,858.0,421.0,1102.0
0.26,0.26,0.0,0.5,1.0,0.75,8,69.0,759.0,0.0,922.0,762.0,401.0,1054.0
0.26,0.26,0.0,0.5,1.0,0.75,9,70.0,758.0,0.0,923.0,758.0,437.0,1081.0
0.26,0.26,0.0,0.5,1.0,1.0,0,35.0,31.0,0.0,1650.0,434.0,380.0,1650.0
0.26,0.26,0.0,0.5,1.0,1.0,1,31.0,57.0,0.0,1624.0,408.0,369.0,1624.0
0.26,0.26,0.0,0.5,1.0,1.0,2,27.0,24.0,0.0,1657.0,406.0,404.0,1657.0
0.26,0.26,0.0,0.5,1.0,1.0,3,37.0,27.0,0.0,1654.0,374.0,405.0,1656.0
0.26,0.26,0.0,0.5,1.0,1.0,4,20.0,81.0,0.0,1600.0,407.0,389.0,1600.0
0.26,0.26,0.0,0.5,1.0,1.0,5,26.0,68.0,0.0,1613.0,402.0,346.0,1613.0
0.26,0.26,0.0,0.5,1.0,1.0,6,43.0,21.0,0.0,1660.0,398.0,363.0,1660.0
0.26,0.26,0.0,0.5,1.0,1.0,7,29.0,43.0,0.0,1638.0,401.0,347.0,1638.0
0.26,0.26,0.0,0.5,1.0,1.0,8,26.0,78.0,0.0,1603.0,379.0,406.0,1603.0
0.26,0.26,0.0,0.5,1.0,1.0,9,25.0,71.0,0.0,1610.0,402.0,347.0,1610.0
0.26,0.26,0.0,0.75,0.0,0.0,0,75.0,1681.0,0.0,0.0,1681.0,828.0,60.0
0.26,0.26,0.0,0.75,0.0,0.0,1,101.0,1681.0,0.0,0.0,1681.0,848.0,33.0
0.26,0.26,0.0,0.75,0.0,0.0,2,143.0,1681.0,0.0,0.0,1681.0,806.0,34.0
0.26,0.26,0.0,0.75,0.0,0.0,3,122.0,1681.0,0.0,0.0,1681.0,781.0,46.0
0.26,0.26,0.0,0.75,0.0,0.0,4,120.0,1681.0,0.0,0.0,1681.0,816.0,52.0
0.26,0.26,0.0,0.75,0.0,0.0,5,105.0,1681.0,0.0,0.0,1681.0,823.0,40.0
0.26,0.26,0.0,0.75,0.0,0.0,6,88.0,1681.0,0.0,0.0,1681.0,831.0,53.0
0.26,0.26,0.0,0.75,0.0,0.0,7,112.0,1681.0,0.0,0.0,1681.0,782.0,36.0
0.26,0.26,0.0,0.75,0.0,0.0,8,89.0,1681.0,0.0,0.0,1681.0,765.0,51.0
0.26,0.26,0.0,0.75,0.0,0.0,9,102.0,1681.0,0.0,0.0,1681.0,788.0,45.0
0.26,0.26,0.0,0.75,0.0,0.25,0,165.0,1681.0,0.0,0.0,1681.0,713.0,329.0
0.26,0.26,0.0,0.75,0.0,0.25,1,114.0,1681.0,0.0,0.0,1681.0,726.0,374.0
0.26,0.26,0.0,0.75,0.0,0.25,2,156.0,1681.0,0.0,0.0,1681.0,721.0,363.0
0.26,0.26,0.0,0.75,0.0,0.25,3,103.0,1681.0,0.0,0.0,1681.0,741.0,320.0
0.26,0.26,0.0,0.75,0.0,0.25,4,109.0,1681.0,0.0,0.0,1681.0,708.0,325.0
0.26,0.26,0.0,0.75,0.0,0.25,5,92.0,1681.0,0.0,0.0,1681.0,723.0,359.0
0.26,0.26,0.0,0.75,0.0,0.25,6,103.0,1681.0,0.0,0.0,1681.0,810.0,390.0
0.26,0.26,0.0,0.75,0.0,0.25,7,101.0,1681.0,0.0,0.0,1681.0,704.0,343.0
0.26,0.26,0.0,0.75,0.0,0.25,8,83.0,1681.0,0.0,0.0,1681.0,757.0,339.0
0.26,0.26,0.0,0.75,0.0,0.25,9,125.0,1681.0,0.0,0.0,1681.0,722.0,365.0
0.26,0.26,0.0,0.75,0.0,0.5,0,120.0,1681.0,0.0,0.0,1681.0,732.0,517.0
0.26,0.26,0.0,0.75,0.0,0.5,1,86.0,1681.0,0.0,0.0,1681.0,674.0,567.0
0.26,0.26,0.0,0.75,0.0,0.5,2,124.0,1681.0,0.0,0.0,1681.0,760.0,536.0
0.26,0.26,0.0,0.75,0.0,0.5,3,118.0,1681.0,0.0,0.0,1681.0,797.0,553.0
0.26,0.26,0.0,0.75,0.0,0.5,4,96.0,1681.0,0.0,0.0,1681.0,688.0,533.0
0.26,0.26,0.0,0.75,0.0,0.5,5,81.0,1681.0,0.0,0.0,1681.0,753.0,555.0
0.26,0.26,0.0,0.75,0.0,0.5,6,175.0,1681.0,0.0,0.0,1681.0,638.0,524.0
0.26,0.26,0.0,0.75,0.0,0.5,7,130.0,1681.0,0.0,0.0,1681.0,674.0,525.0
0.26,0.26,0.0,0.75,0.0,0.5,8,123.0,1681.0,0.0,0.0,1681.0,669.0,574.0
0.26,0.26,0.0,0.75,0.0,0.5,9,77.0,1681.0,0.0,0.0,1681.0,691.0,552.0
0.26,0.26,0.0,0.75,0.0,0.75,0,70.0,1681.0,0.0,0.0,1681.0,636.0,638.0
0.26,0.26,0.0,0.75,0.0,0.75,1,95.0,1681.0,0.0,0.0,1681.0,581.0,623.0
0.26,0.26,0.0,0.75,0.0,0.75,2,150.0,1681.0,0.0,0.0,1681.0,591.0,672.0
0.26,0.26,0.0,0.75,0.0,0.75,3,95.0,1681.0,0.0,0.0,1681.0,631.0,656.0
0.26,0.26,0.0,0.75,0.0,0.75,4,81.0,1681.0,0.0,0.0,1681.0,658.0,624.0
0.26,0.26,0.0,0.75,0.0,0.75,5,118.0,1681.0,0.0,0.0,1681.0,673.0,665.0
0.26,0.26,0.0,0.75,0.0,0.75,6,89.0,1681.0,0.0,0.0,1681.0,578.0,602.0
0.26,0.26,0.0,0.75,0.0,0.75,7,88.0,1681.0,0.0,0.0,1681.0,534.0,659.0
0.26,0.26,0.0,0.75,0.0,0.75,8,117.0,1681.0,0.0,0.0,1681.0,627.0,637.0
0.26,0.26,0.0,0.75,0.0,0.75,9,88.0,1681.0,0.0,0.0,1681.0,666.0,680.0
0.26,0.26,0.0,0.75,0.0,1.0,0,91.0,1681.0,0.0,0.0,1681.0,513.0,770.0
0.26,0.26,0.0,0.75,0.0,1.0,1,92.0,1681.0,0.0,0.0,1681.0,544.0,766.0
0.26,0.26,0.0,0.75,0.0,1.0,2,92.0,1681.0,0.0,0.0,1681.0,450.0,756.0
0.26,0.26,0.0,0.75,0.0,1.0,3,155.0,1681.0,0.0,0.0,1681.0,497.0,772.0
0.26,0.26,0.0,0.75,0.0,1.0,4,102.0,1681.0,0.0,0.0,1681.0,481.0,734.0
0.26,0.26,0.0,0.75,0.0,1.0,5,100.0,1681.0,0.0,0.0,1681.0,445.0,769.0
0.26,0.26,0.0,0.75,0.0,1.0,6,113.0,1681.0,0.0,0.0,1681.0,443.0,734.0
0.26,0.26,0.0,0.75,0.0,1.0,7,105.0,1681.0,0.0,0.0,1681.0,471.0,783.0
0.26,0.26,0.0,0.75,0.0,1.0,8,141.0,1681.0,0.0,0.0,1681.0,476.0,760.0
0.26,0.26,0.0,0.75,0.0,1.0,9,108.0,1681.0,0.0,0.0,1681.0,509.0,739.0
0.26,0.26,0.0,0.75,0.25,0.0,0,73.0,1635.0,0.0,46.0,1639.0,748.0,191.0
0.26,0.26,0.0,0.75,0.25,0.0,1,101.0,1637.0,0.0,44.0,1645.0,700.0,189.0
0.26,0.26,0.0,0.75,0.25,0.0,2,86.0,1624.0,0.0,57.0,1629.0,808.0,189.0
0.26,0.26,0.0,0.75,0.25,0.0,3,95.0,1647.0,0.0,34.0,1647.0,773.0,181.0
0.26,0.26,0.0,0.75,0.25,0.0,4,78.0,1621.0,0.0,60.0,1633.0,723.0,188.0
0.26,0.26,0.0,0.75,0.25,0.0,5,118.0,1630.0,0.0,51.0,1639.0,771.0,185.0
0.26,0.26,0.0,0.75,0.25,0.0,6,84.0,1639.0,0.0,42.0,1639.0,740.0,187.0
0.26,0.26,0.0,0.75,0.25,0.0,7,100.0,1637.0,0.0,44.0,1640.0,771.0,190.0
0.26,0.26,0.0,0.75,0.25,0.0,8,155.0,1620.0,0.0,61.0,1639.0,782.0,193.0
0.26,0.26,0.0,0.75,0.25,0.0,9,112.0,1625.0,0.0,56.0,1639.0,781.0,176.0
0.26,0.26,0.0,0.75,0.25,0.25,0,81.0,1620.0,0.0,61.0,1626.0,722.0,433.0
0.26,0.26,0.0,0.75,0.25,0.25,1,92.0,1616.0,0.0,65.0,1635.0,706.0,433.0
0.26,0.26,0.0,0.75,0.25,0.25,2,97.0,1614.0,0.0,67.0,1633.0,742.0,449.0
0.26,0.26,0.0,0.75,0.25,0.25,3,124.0,1632.0,0.0,49.0,1645.0,775.0,427.0
0.26,0.26,0.0,0.75,0.25,0.25,4,134.0,1627.0,0.0,54.0,1628.0,747.0,435.0
0.26,0.26,0.0,0.75,0.25,0.25,5,103.0,1616.0,0.0,65.0,1636.0,699.0,413.0
0.26,0.26,0.0,0.75,0.25,0.25,6,130.0,1619.0,0.0,62.0,1639.0,658.0,451.0
0.26,0.26,0.0,0.75,0.25,0.25,7,74.0,1626.0,0.0,55.0,1626.0,693.0,419.0
0.26,0.26,0.0,0.75,0.25,0.25,8,88.0,1607.0,0.0,74.0,1622.0,696.0,442.0
0.26,0.26,0.0,0.75,0.25,0.25,9,88.0,1613.0,0.0,68.0,1629.0,677.0,399.0
0.26,0.26,0.0,0.75,0.25,0.5,0,84.0,1601.0,0.0,80.0,1618.0,587.0,581.0
0.26,0.26,0.0,0.75,0.25,0.5,1,86.0,1617.0,0.0,64.0,1617.0,717.0,545.0
0.26,0.26,0.0,0.75,0.25,0.5,2,70.0,1613.0,0.0,68.0,1620.0,600.0,552.0
0.26,0.26,0.0,0.75,0.25,0.5,3,99.0,1612.0,0.0,69.0,1614.0,675.0,589.0
0.26,0.26,0.0,0.75,0.25,0.5,4,70.0,1592.0,0.0,89.0,1610.0,552.0,651.0
0.26,0.26,0.0,0.75,0.25,0.5,5,97.0,1616.0,0.0,65.0,1616.0,620.0,532.0
0.26,0.26,0.0,0.75,0.25,0.5,6,115.0,1599.0,0.0,82.0,1608.0,644.0,541.0
0.26,0.26,0.0,0.75,0.25,0.5,7,115.0,1592.0,0.0,89.0,1616.0,519.0,590.0
0.26,0.26,0.0,0.75,0.25,0.5,8,108.0,1601.0,0.0,80.0,1614.0,590.0,632.0
0.26,0.26,0.0,0.75,0.25,0.5,9,76.0,1612.0,0.0,69.0,1624.0,611.0,628.0
0.26,0.26,0.0,0.75,0.25,0.75,0,79.0,1581.0,0.0,100.0,1587.0,523.0,715.0
0.26,0.26,0.0,0.75,0.25,0.75,1,105.0,1578.0,0.0,103.0,1590.0,583.0,706.0
0.26,0.26,0.0,0.75,0.25,0.75,2,134.0,1583.0,0.0,98.0,1604.0,523.0,722.0
0.26,0.26,0.0,0.75,0.25,0.75,3,122.0,1586.0,0.0,95.0,1592.0,531.0,694.0
0.26,0.26,0.0,0.75,0.25,0.75,4,97.0,1588.0,0.0,93.0,1588.0,546.0,674.0
0.26,0.26,0.0,0.75,0.25,0.75,5,127.0,1589.0,0.0,92.0,1589.0,533.0,648.0
0.26,0.26,0.0,0.75,0.25,0.75,6,74.0,1589.0,0.0,92.0,1592.0,457.0,701.0
0.26,0.26,0.0,0.75,0.25,0.75,7,115.0,1561.0,0.0,120.0,1582.0,467.0,717.0
0.26,0.26,0.0,0.75,0.25,0.75,8,79.0,1573.0,0.0,108.0,1582.0,550.0,670.0
0.26,0.26,0.0,0.75,0.25,0.75,9,92.0,1575.0,0.0,106.0,1594.0,526.0,691.0
0.26,0.26,0.0,0.75,0.25,1.0,0,116.0,1492.0,0.0,189.0,1539.0,422.0,822.0
0.26,0.26,0.0,0.75,0.25,1.0,1,70.0,1507.0,0.0,174.0,1524.0,450.0,758.0
0.26,0.26,0.0,0.75,0.25,1.0,2,124.0,1517.0,0.0,164.0,1538.0,462.0,791.0
0.26,0.26,0.0,0.75,0.25,1.0,3,129.0,1518.0,0.0,163.0,1542.0,474.0,754.0
0.26,0.26,0.0,0.75,0.25,1.0,4,69.0,1513.0,0.0,168.0,1524.0,491.0,785.0
0.26,0.26,0.0,0.75,0.25,1.0,5,102.0,1521.0,0.0,160.0,1545.0,433.0,778.0
0.26,0.26,0.0,0.75,0.25,1.0,6,78.0,1525.0,0.0,156.0,1537.0,450.0,760.0
0.26,0.26,0.0,0.75,0.25,1.0,7,72.0,1523.0,0.0,158.0,1562.0,414.0,835.0
0.26,0.26,0.0,0.75,0.25,1.0,8,72.0,1520.0,0.0,161.0,1520.0,476.0,784.0
0.26,0.26,0.0,0.75,0.25,1.0,9,121.0,1503.0,0.0,178.0,1529.0,410.0,794.0
0.26,0.26,0.0,0.75,0.5,0.0,0,97.0,1565.0,0.0,116.0,1591.0,747.0,338.0
0.26,0.26,0.0,0.75,0.5,0.0,1,82.0,1582.0,0.0,99.0,1591.0,694.0,316.0
0.26,0.26,0.0,0.75,0.5,0.0,2,105.0,1592.0,0.0,89.0,1593.0,766.0,299.0
0.26,0.26,0.0,0.75,0.5,0.0,3,96.0,1578.0,0.0,103.0,1595.0,732.0,307.0
0.26,0.26,0.0,0.75,0.5,0.0,4,95.0,1583.0,0.0,98.0,1588.0,727.0,292.0
0.26,0.26,0.0,0.75,0.5,0.0,5,96.0,1567.0,0.0,114.0,1597.0,703.0,278.0
0.26,0.26,0.0,0.75,0.5,0.0,6,90.0,1575.0,0.0,106.0,1597.0,683.0,297.0
0.26,0.26,0.0,0.75,0.5,0.0,7,87.0,1591.0,0.0,90.0,1591.0,689.0,280.0
0.26,0.26,0.0,0.75,0.5,0.0,8,83.0,1584.0,0.0,97.0,1590.0,742.0,336.0
0.26,0.26,0.0,0.75,0.5,0.0,9,83.0,1578.0,0.0,103.0,1598.0,694.0,292.0
0.26,0.26,0.0,0.75,0.5,0.25,0,125.0,1552.0,0.0,129.0,1580.0,708.0,528.0
0.26,0.26,0.0,0.75,0.5,0.25,1,99.0,1559.0,0.0,122.0,1577.0,648.0,509.0
0.26,0.26,0.0,0.75,0.5,0.25,2,102.0,1560.0,0.0,121.0,1584.0,601.0,526.0
0.26,0.26,0.0,0.75,0.5,0.25,3,114.0,1561.0,0.0,120.0,1570.0,659.0,493.0
0.26,0.26,0.0,0.75,0.5,0.25,4,72.0,1563.0,0.0,118.0,1573.0,678.0,511.0
0.26,0.26,0.0,0.75,0.5,0.25,5,137.0,1561.0,0.0,120.0,1574.0,728.0,511.0
0.26,0.26,0.0,0.75,0.5,0.25,6,136.0,1554.0,0.0,127.0,1583.0,627.0,541.0
0.26,0.26,0.0,0.75,0.5,0.25,7,81.0,1550.0,0.0,131.0,1573.0,643.0,503.0
0.26,0.26,0.0,0.75,0.5,0.25,8,72.0,1561.0,0.0,120.0,1561.0,646.0,501.0
0.26,0.26,0.0,0.75,0.5,0.25,9,85.0,1552.0,0.0,129.0,1572.0,656.0,551.0
0.26,0.26,0.0,0.75,0.5,0.5,0,93.0,1512.0,0.0,169.0,1538.0,605.0,629.0
0.26,0.26,0.0,0.75,0.5,0.5,1,80.0,1519.0,0.0,162.0,1533.0,516.0,627.0
0.26,0.26,0.0,0.75,0.5,0.5,2,63.0,1514.0,0.0,167.0,1520.0,544.0,644.0
0.26,0.26,0.0,0.75,0.5,0.5,3,74.0,1544.0,0.0,137.0,1547.0,585.0,655.0
0.26,0.26,0.0,0.75,0.5,0.5,4,132.0,1533.0,0.0,148.0,1533.0,563.0,677.0
0.26,0.26,0.0,0.75,0.5,0.5,5,99.0,1517.0,0.0,164.0,1533.0,549.0,659.0
0.26,0.26,0.0,0.75,0.5,0.5,6,85.0,1536.0,0.0,145.0,1542.0,566.0,636.0
0.26,0.26,0.0,0.75,0.5,0.5,7,81.0,1509.0,0.0,172.0,1536.0,601.0,667.0
0.26,0.26,0.0,0.75,0.5,0.5,8,127.0,1526.0,0.0,155.0,1539.0,574.0,633.0
0.26,0.26,0.0,0.75,0.5,0.5,9,110.0,1530.0,0.0,151.0,1542.0,617.0,651.0
0.26,0.26,0.0,0.75,0.5,0.75,0,102.0,1449.0,0.0,232.0,1494.0,446.0,740.0
0.26,0.26,0.0,0.75,0.5,0.75,1,78.0,1459.0,0.0,222.0,1459.0,456.0,750.0
0.26,0.26,0.0,0.75,0.5,0.75,2,107.0,1459.0,0.0,222.0,1467.0,511.0,762.0
0.26,0.26,0.0,0.75,0.5,0.75,3,94.0,1463.0,0.0,218.0,1489.0,518.0,740.0
0.26,0.26,0.0,0.75,0.5,0.75,4,64.0,1470.0,0.0,211.0,1470.0,427.0,735.0
0.26,0.26,0.0,0.75,0.5,0.75,5,87.0,1459.0,0.0,222.0,1476.0,495.0,701.0
0.26,0.26,0.0,0.75,0.5,0.75,6,66.0,1481.0,0.0,200.0,1483.0,467.0,800.0
0.26,0.26,0.0,0.75,0.5,0.75,7,91.0,1474.0,0.0,207.0,1487.0,477.0,753.0
0.26,0.26,0.0,0.75,0.5,0.75,8,80.0,1457.0,0.0,224.0,1515.0,509.0,775.0
0.26,0.26,0.0,0.75,0.5,0.75,9,98.0,1448.0,0.0,233.0,1491.0,497.0,783.0
0.26,0.26,0.0,0.75,0.5,1.0,0,48.0,1267.0,0.0,414.0,1284.0,440.0,914.0
0.26,0.26,0.0,0.75,0.5,1.0,1,45.0,1247.0,0.0,434.0,1247.0,414.0,965.0
0.26,0.26,0.0,0.75,0.5,1.0,2,47.0,1210.0,0.0,471.0,1212.0,433.0,873.0
0.26,0.26,0.0,0.75,0.5,1.0,3,60.0,1265.0,0.0,416.0,1292.0,418.0,860.0
0.26,0.26,0.0,0.75,0.5,1.0,4,86.0,1308.0,0.0,373.0,1351.0,396.0,825.0
0.26,0.26,0.0,0.75,0.5,1.0,5,68.0,1337.0,0.0,344.0,1337.0,436.0,937.0
0.26,0.26,0.0,0.75,0.5,1.0,6,87.0,1263.0,0.0,418.0,1311.0,415.0,885.0
0.26,0.26,0.0,0.75,0.5,1.0,7,72.0,1289.0,0.0,392.0,1317.0,457.0,868.0
0.26,0.26,0.0,0.75,0.5,1.0,8,66.0,1246.0,0.0,435.0,1246.0,399.0,887.0
0.26,0.26,0.0,0.75,0.5,1.0,9,46.0,1218.0,0.0,463.0,1218.0,376.0,900.0
0.26,0.26,0.0,0.75,0.75,0.0,0,94.0,1523.0,0.0,158.0,1536.0,700.0,411.0
0.26,0.26,0.0,0.75,0.75,0.0,1,79.0,1528.0,0.0,153.0,1536.0,678.0,429.0
0.26,0.26,0.0,0.75,0.75,0.0,2,100.0,1530.0,0.0,151.0,1543.0,668.0,369.0
0.26,0.26,0.0,0.75,0.75,0.0,3,140.0,1518.0,0.0,163.0,1545.0,695.0,372.0
0.26,0.26,0.0,0.75,0.75,0.0,4,76.0,1517.0,0.0,164.0,1543.0,685.0,379.0
0.26,0.26,0.0,0.75,0.75,0.0,5,72.0,1544.0,0.0,137.0,1544.0,725.0,378.0
0.26,0.26,0.0,0.75,0.75,0.0,6,87.0,1528.0,0.0,153.0,1548.0,694.0,375.0
0.26,0.26,0.0,0.75,0.75,0.0,7,87.0,1523.0,0.0,158.0,1531.0,664.0,403.0
0.26,0.26,0.0,0.75,0.75,0.0,8,104.0,1509.0,0.0,172.0,1543.0,699.0,394.0
0.26,0.26,0.0,0.75,0.75,0.0,9,90.0,1535.0,0.0,146.0,1535.0,676.0,407.0
0.26,0.26,0.0,0.75,0.75,0.25,0,86.0,1504.0,0.0,177.0,1504.0,597.0,551.0
0.26,0.26,0.0,0.75,0.75,0.25,1,79.0,1515.0,0.0,166.0,1515.0,606.0,543.0
0.26,0.26,0.0,0.75,0.75,0.25,2,119.0,1494.0,0.0,187.0,1504.0,570.0,609.0
0.26,0.26,0.0,0.75,0.75,0.25,3,81.0,1495.0,0.0,186.0,1512.0,573.0,601.0
0.26,0.26,0.0,0.75,0.75,0.25,4,84.0,1479.0,0.0,202.0,1496.0,606.0,525.0
0.26,0.26,0.0,0.75,0.75,0.25,5,111.0,1485.0,0.0,196.0,1511.0,625.0,566.0
0.26,0.26,0.0,0.75,0.75,0.25,6,101.0,1483.0,0.0,198.0,1512.0,578.0,573.0
0.26,0.26,0.0,0.75,0.75,0.25,7,81.0,1485.0,0.0,196.0,1500.0,624.0,585.0
0.26,0.26,0.0,0.75,0.75,0.25,8,82.0,1484.0,0.0,197.0,1505.0,575.0,552.0
0.26,0.26,0.0,0.75,0.75,0.25,9,69.0,1479.0,0.0,202.0,1515.0,605.0,568.0
0.26,0.26,0.0,0.75,0.75,0.5,0,96.0,1441.0,0.0,240.0,1454.0,424.0,725.0
0.26,0.26,0.0,0.75,0.75,0.5,1,60.0,1429.0,0.0,252.0,1429.0,503.0,702.0
0.26,0.26,0.0,0.75,0.75,0.5,2,71.0,1405.0,0.0,276.0,1469.0,491.0,646.0
0.26,0.26,0.0,0.75,0.75,0.5,3,84.0,1427.0,0.0,254.0,1443.0,521.0,734.0
0.26,0.26,0.0,0.75,0.75,0.5,4,74.0,1422.0,0.0,259.0,1438.0,518.0,691.0
0.26,0.26,0.0,0.75,0.75,0.5,5,86.0,1433.0,0.0,248.0,1443.0,578.0,661.0
0.26,0.26,0.0,0.75,0.75,0.5,6,78.0,1442.0,0.0,239.0,1458.0,499.0,667.0
0.26,0.26,0.0,0.75,0.75,0.5,7,103.0,1438.0,0.0,243.0,1467.0,524.0,684.0
0.26,0.26,0.0,0.75,0.75,0.5,8,67.0,1446.0,0.0,235.0,1462.0,458.0,678.0
0.26,0.26,0.0,0.75,0.75,0.5,9,113.0,1441.0,0.0,240.0,1452.0,506.0,741.0
0.26,0.26,0.0,0.75,0.75,0.75,0,75.0,1350.0,0.0,331.0,1350.0,398.0,760.0
0.26,0.26,0.0,0.75,0.75,0.75,1,89.0,1318.0,0.0,363.0,1339.0,417.0,839.0
0.26,0.26,0.0,0.75,0.75,0.75,2,58.0,1314.0,0.0,367.0,1352.0,453.0,791.0
0.26,0.26,0.0,0.75,0.75,0.75,3,72.0,1282.0,0.0,399.0,1337.0,449.0,761.0
0.26,0.26,0.0,0.75,0.75,0.75,4,85.0,1273.0,0.0,408.0,1359.0,446.0,768.0
0.26,0.26,0.0,0.75,0.75,0.75,5,75.0,1363.0,0.0,318.0,1363.0,478.0,798.0
0.26,0.26,0.0,0.75,0.75,0.75,6,87.0,1328.0,0.0,353.0,1350.0,433.0,780.0
0.26,0.26,0.0,0.75,0.75,0.75,7,72.0,1314.0,0.0,367.0,1347.0,420.0,782.0
0.26,0.26,0.0,0.75,0.75,0.75,8,91.0,1281.0,0.0,400.0,1324.0,447.0,750.0
0.26,0.26,0.0,0.75,0.75,0.75,9,84.0,1325.0,0.0,356.0,1359.0,449.0,788.0
0.26,0.26,0.0,0.75,0.75,1.0,0,55.0,850.0,0.0,831.0,850.0,407.0,1054.0
0.26,0.26,0.0,0.75,0.75,1.0,1,42.0,591.0,0.0,1090.0,591.0,389.0,1182.0
0.26,0.26,0.0,0.75,0.75,1.0,2,46.0,503.0,0.0,1178.0,503.0,395.0,1267.0
0.26,0.26,0.0,0.75,0.75,1.0,3,46.0,668.0,0.0,1013.0,695.0,406.0,1169.0
0.26,0.26,0.0,0.75,0.75,1.0,4,44.0,630.0,0.0,1051.0,639.0,403.0,1208.0
0.26,0.26,0.0,0.75,0.75,1.0,5,60.0,740.0,0.0,941.0,743.0,411.0,1172.0
0.26,0.26,0.0,0.75,0.75,1.0,6,62.0,741.0,0.0,940.0,746.0,396.0,1092.0
0.26,0.26,0.0,0.75,0.75,1.0,7,46.0,483.0,0.0,1198.0,493.0,372.0,1256.0
0.26,0.26,0.0,0.75,0.75,1.0,8,52.0,759.0,0.0,922.0,761.0,360.0,1121.0
0.26,0.26,0.0,0.75,0.75,1.0,9,40.0,689.0,0.0,992.0,707.0,381.0,1070.0
0.26,0.26,0.0,0.75,1.0,0.0,0,77.0,1484.0,0.0,197.0,1491.0,670.0,480.0
0.26,0.26,0.0,0.75,1.0,0.0,1,77.0,1466.0,0.0,215.0,1499.0,730.0,459.0
0.26,0.26,0.0,0.75,1.0,0.0,2,106.0,1456.0,0.0,225.0,1482.0,679.0,467.0
0.26,0.26,0.0,0.75,1.0,0.0,3,68.0,1465.0,0.0,216.0,1479.0,626.0,474.0
0.26,0.26,0.0,0.75,1.0,0.0,4,108.0,1464.0,0.0,217.0,1494.0,643.0,490.0
0.26,0.26,0.0,0.75,1.0,0.0,5,120.0,1463.0,0.0,218.0,1497.0,626.0,517.0
0.26,0.26,0.0,0.75,1.0,0.0,6,109.0,1489.0,0.0,192.0,1493.0,687.0,474.0
0.26,0.26,0.0,0.75,1.0,0.0,7,73.0,1468.0,0.0,213.0,1489.0,684.0,441.0
0.26,0.26,0.0,0.75,1.0,0.0,8,85.0,1490.0,0.0,191.0,1490.0,666.0,499.0
0.26,0.26,0.0,0.75,1.0,0.0,9,97.0,1463.0,0.0,218.0,1483.0,621.0,455.0
0.26,0.26,0.0,0.75,1.0,0.25,0,99.0,1418.0,0.0,263.0,1438.0,542.0,617.0
0.26,0.26,0.0,0.75,1.0,0.25,1,88.0,1409.0,0.0,272.0,1443.0,618.0,636.0
0.26,0.26,0.0,0.75,1.0,0.25,2,106.0,1408.0,0.0,273.0,1453.0,519.0,629.0
0.26,0.26,0.0,0.75,1.0,0.25,3,86.0,1440.0,0.0,241.0,1440.0,623.0,639.0
0.26,0.26,0.0,0.75,1.0,0.25,4,109.0,1413.0,0.0,268.0,1439.0,620.0,639.0
0.26,0.26,0.0,0.75,1.0,0.25,5,132.0,1423.0,0.0,258.0,1439.0,570.0,653.0
0.26,0.26,0.0,0.75,1.0,0.25,6,109.0,1425.0,0.0,256.0,1439.0,547.0,652.0
0.26,0.26,0.0,0.75,1.0,0.25,7,123.0,1421.0,0.0,260.0,1451.0,537.0,605.0
0.26,0.26,0.0,0.75,1.0,0.25,8,85.0,1411.0,0.0,270.0,1449.0,569.0,593.0
0.26,0.26,0.0,0.75,1.0,0.25,9,71.0,1423.0,0.0,258.0,1452.0,500.0,579.0
0.26,0.26,0.0,0.75,1.0,0.5,0,84.0,1318.0,0.0,363.0,1355.0,511.0,703.0
0.26,0.26,0.0,0.75,1.0,0.5,1,82.0,1282.0,0.0,399.0,1383.0,473.0,752.0
0.26,0.26,0.0,0.75,1.0,0.5,2,99.0,1330.0,0.0,351.0,1356.0,483.0,737.0
0.26,0.26,0.0,0.75,1.0,0.5,3,101.0,1337.0,0.0,344.0,1353.0,498.0,717.0
0.26,0.26,0.0,0.75,1.0,0.5,4,68.0,1348.0,0.0,333.0,1352.0,461.0,741.0
0.26,0.26,0.0,0.75,1.0,0.5,5,74.0,1316.0,0.0,365.0,1356.0,441.0,738.0
0.26,0.26,0.0,0.75,1.0,0.5,6,94.0,1306.0,0.0,375.0,1347.0,487.0,734.0
0.26,0.26,0.0,0.75,1.0,0.5,7,88.0,1346.0,0.0,335.0,1350.0,484.0,777.0
0.26,0.26,0.0,0.75,1.0,0.5,8,83.0,1313.0,0.0,368.0,1357.0,432.0,710.0
0.26,0.26,0.0,0.75,1.0,0.5,9,92.0,1327.0,0.0,354.0,1330.0,506.0,711.0
0.26,0.26,0.0,0.75,1.0,0.75,0,45.0,1145.0,0.0,536.0,1149.0,408.0,858.0
0.26,0.26,0.0,0.75,1.0,0.75,1,61.0,1124.0,0.0,557.0,1124.0,400.0,941.0
