altruistic_probability,selfish_probability,cost_of_altruism,benefit_from_altruism,disease,harshness,run_number,ticks,altruists,selfish,void,max_pink,max_green,max_black
0.26,0.26,0.5,1.0,1.0,0.0,5,47.0,0.0,1361.0,320.0,481.0,1365.0,532.0
0.26,0.26,0.5,1.0,1.0,0.0,6,29.0,0.0,1313.0,368.0,509.0,1335.0,515.0
0.26,0.26,0.5,1.0,1.0,0.0,7,35.0,0.0,1327.0,354.0,563.0,1336.0,540.0
0.26,0.26,0.5,1.0,1.0,0.0,8,32.0,0.0,1301.0,380.0,506.0,1339.0,559.0
0.26,0.26,0.5,1.0,1.0,0.0,9,36.0,0.0,1325.0,356.0,541.0,1350.0,489.0
0.26,0.26,0.5,1.0,1.0,0.25,0,32.0,0.0,1173.0,508.0,435.0,1186.0,671.0
0.26,0.26,0.5,1.0,1.0,0.25,1,62.0,0.0,1131.0,550.0,472.0,1211.0,695.0
0.26,0.26,0.5,1.0,1.0,0.25,2,49.0,0.0,1185.0,496.0,422.0,1208.0,701.0
0.26,0.26,0.5,1.0,1.0,0.25,3,36.0,0.0,1182.0,499.0,426.0,1182.0,674.0
0.26,0.26,0.5,1.0,1.0,0.25,4,36.0,0.0,1157.0,524.0,419.0,1174.0,709.0
0.26,0.26,0.5,1.0,1.0,0.25,5,41.0,0.0,1170.0,511.0,436.0,1192.0,692.0
0.26,0.26,0.5,1.0,1.0,0.25,6,42.0,0.0,1143.0,538.0,450.0,1194.0,674.0
0.26,0.26,0.5,1.0,1.0,0.25,7,39.0,0.0,1202.0,479.0,429.0,1207.0,661.0
0.26,0.26,0.5,1.0,1.0,0.25,8,46.0,0.0,1161.0,520.0,442.0,1204.0,740.0
0.26,0.26,0.5,1.0,1.0,0.25,9,46.0,0.0,1194.0,487.0,413.0,1198.0,702.0
0.26,0.26,0.5,1.0,1.0,0.5,0,33.0,0.0,747.0,934.0,384.0,784.0,950.0
0.26,0.26,0.5,1.0,1.0,0.5,1,44.0,0.0,742.0,939.0,345.0,855.0,939.0
0.26,0.26,0.5,1.0,1.0,0.5,2,42.0,0.0,794.0,887.0,402.0,921.0,887.0
0.26,0.26,0.5,1.0,1.0,0.5,3,35.0,0.0,813.0,868.0,431.0,839.0,885.0
0.26,0.26,0.5,1.0,1.0,0.5,4,45.0,0.0,752.0,929.0,402.0,831.0,929.0
0.26,0.26,0.5,1.0,1.0,0.5,5,32.0,0.0,782.0,899.0,352.0,878.0,910.0
0.26,0.26,0.5,1.0,1.0,0.5,6,34.0,0.0,794.0,887.0,375.0,853.0,898.0
0.26,0.26,0.5,1.0,1.0,0.5,7,42.0,0.0,849.0,832.0,376.0,875.0,910.0
0.26,0.26,0.5,1.0,1.0,0.5,8,37.0,0.0,765.0,916.0,355.0,834.0,941.0
0.26,0.26,0.5,1.0,1.0,0.5,9,47.0,0.0,829.0,852.0,360.0,836.0,930.0
0.26,0.26,0.5,1.0,1.0,0.75,0,24.0,0.0,233.0,1448.0,370.0,507.0,1448.0
0.26,0.26,0.5,1.0,1.0,0.75,1,18.0,0.0,256.0,1425.0,348.0,450.0,1425.0
0.26,0.26,0.5,1.0,1.0,0.75,2,26.0,0.0,143.0,1538.0,362.0,463.0,1538.0
0.26,0.26,0.5,1.0,1.0,0.75,3,38.0,0.0,92.0,1589.0,360.0,464.0,1590.0
0.26,0.26,0.5,1.0,1.0,0.75,4,28.0,0.0,201.0,1480.0,337.0,502.0,1480.0
0.26,0.26,0.5,1.0,1.0,0.75,5,35.0,0.0,119.0,1562.0,352.0,450.0,1562.0
0.26,0.26,0.5,1.0,1.0,0.75,6,45.0,0.0,90.0,1591.0,348.0,448.0,1591.0
0.26,0.26,0.5,1.0,1.0,0.75,7,43.0,0.0,98.0,1583.0,335.0,442.0,1583.0
0.26,0.26,0.5,1.0,1.0,0.75,8,33.0,0.0,125.0,1556.0,359.0,464.0,1556.0
0.26,0.26,0.5,1.0,1.0,0.75,9,38.0,0.0,61.0,1620.0,348.0,471.0,1620.0
0.26,0.26,0.5,1.0,1.0,1.0,0,19.0,0.0,47.0,1634.0,325.0,423.0,1634.0
0.26,0.26,0.5,1.0,1.0,1.0,1,17.0,0.0,24.0,1657.0,349.0,439.0,1657.0
0.26,0.26,0.5,1.0,1.0,1.0,2,17.0,0.0,20.0,1661.0,305.0,408.0,1661.0
0.26,0.26,0.5,1.0,1.0,1.0,3,19.0,0.0,45.0,1636.0,332.0,426.0,1636.0
0.26,0.26,0.5,1.0,1.0,1.0,4,16.0,0.0,50.0,1631.0,305.0,412.0,1631.0
0.26,0.26,0.5,1.0,1.0,1.0,5,17.0,0.0,27.0,1654.0,317.0,465.0,1654.0
0.26,0.26,0.5,1.0,1.0,1.0,6,11.0,0.0,89.0,1592.0,316.0,425.0,1592.0
0.26,0.26,0.5,1.0,1.0,1.0,7,23.0,0.0,20.0,1661.0,326.0,427.0,1663.0
0.26,0.26,0.5,1.0,1.0,1.0,8,16.0,0.0,31.0,1650.0,331.0,447.0,1650.0
0.26,0.26,0.5,1.0,1.0,1.0,9,16.0,0.0,33.0,1648.0,304.0,439.0,1648.0
0.26,0.26,0.75,0.0,0.0,0.0,0,8.0,0.0,1681.0,0.0,543.0,1681.0,49.0
0.26,0.26,0.75,0.0,0.0,0.0,1,9.0,0.0,1681.0,0.0,549.0,1681.0,63.0
0.26,0.26,0.75,0.0,0.0,0.0,2,8.0,0.0,1681.0,0.0,542.0,1681.0,46.0
0.26,0.26,0.75,0.0,0.0,0.0,3,8.0,0.0,1681.0,0.0,525.0,1681.0,29.0
0.26,0.26,0.75,0.0,0.0,0.0,4,7.0,0.0,1681.0,0.0,569.0,1681.0,35.0
0.26,0.26,0.75,0.0,0.0,0.0,5,8.0,0.0,1681.0,0.0,554.0,1681.0,49.0
0.26,0.26,0.75,0.0,0.0,0.0,6,7.0,0.0,1681.0,0.0,539.0,1681.0,30.0
0.26,0.26,0.75,0.0,0.0,0.0,7,7.0,0.0,1681.0,0.0,506.0,1681.0,40.0
0.26,0.26,0.75,0.0,0.0,0.0,8,8.0,0.0,1681.0,0.0,498.0,1681.0,40.0
0.26,0.26,0.75,0.0,0.0,0.0,9,6.0,0.0,1681.0,0.0,560.0,1681.0,41.0
0.26,0.26,0.75,0.0,0.0,0.25,0,7.0,0.0,1681.0,0.0,297.0,1681.0,590.0
0.26,0.26,0.75,0.0,0.0,0.25,1,9.0,0.0,1681.0,0.0,333.0,1681.0,543.0
0.26,0.26,0.75,0.0,0.0,0.25,2,9.0,0.0,1681.0,0.0,323.0,1681.0,551.0
0.26,0.26,0.75,0.0,0.0,0.25,3,7.0,0.0,1681.0,0.0,277.0,1681.0,543.0
0.26,0.26,0.75,0.0,0.0,0.25,4,8.0,0.0,1681.0,0.0,311.0,1681.0,548.0
0.26,0.26,0.75,0.0,0.0,0.25,5,7.0,0.0,1680.0,1.0,318.0,1680.0,541.0
0.26,0.26,0.75,0.0,0.0,0.25,6,7.0,0.0,1678.0,3.0,300.0,1678.0,546.0
0.26,0.26,0.75,0.0,0.0,0.25,7,11.0,0.0,1681.0,0.0,316.0,1681.0,576.0
0.26,0.26,0.75,0.0,0.0,0.25,8,7.0,0.0,1676.0,5.0,308.0,1676.0,534.0
0.26,0.26,0.75,0.0,0.0,0.25,9,11.0,0.0,1681.0,0.0,331.0,1681.0,579.0
0.26,0.26,0.75,0.0,0.0,0.5,0,9.0,0.0,1628.0,53.0,247.0,1628.0,792.0
0.26,0.26,0.75,0.0,0.0,0.5,1,7.0,0.0,1577.0,104.0,200.0,1577.0,773.0
0.26,0.26,0.75,0.0,0.0,0.5,2,7.0,0.0,1582.0,99.0,205.0,1582.0,750.0
0.26,0.26,0.75,0.0,0.0,0.5,3,7.0,0.0,1542.0,139.0,238.0,1542.0,762.0
0.26,0.26,0.75,0.0,0.0,0.5,4,8.0,0.0,1614.0,67.0,227.0,1614.0,810.0
0.26,0.26,0.75,0.0,0.0,0.5,5,7.0,0.0,1574.0,107.0,240.0,1574.0,774.0
0.26,0.26,0.75,0.0,0.0,0.5,6,7.0,0.0,1610.0,71.0,236.0,1610.0,743.0
0.26,0.26,0.75,0.0,0.0,0.5,7,7.0,0.0,1568.0,113.0,224.0,1568.0,781.0
0.26,0.26,0.75,0.0,0.0,0.5,8,7.0,0.0,1601.0,80.0,247.0,1601.0,773.0
0.26,0.26,0.75,0.0,0.0,0.5,9,7.0,0.0,1585.0,96.0,249.0,1585.0,737.0
0.26,0.26,0.75,0.0,0.0,0.75,0,6.0,0.0,1043.0,638.0,210.0,1043.0,889.0
0.26,0.26,0.75,0.0,0.0,0.75,1,6.0,0.0,1039.0,642.0,174.0,1039.0,877.0
0.26,0.26,0.75,0.0,0.0,0.75,2,5.0,0.0,943.0,738.0,175.0,943.0,938.0
0.26,0.26,0.75,0.0,0.0,0.75,3,8.0,0.0,1231.0,450.0,201.0,1231.0,857.0
0.26,0.26,0.75,0.0,0.0,0.75,4,7.0,0.0,1130.0,551.0,180.0,1130.0,926.0
0.26,0.26,0.75,0.0,0.0,0.75,5,6.0,0.0,1097.0,584.0,184.0,1097.0,889.0
0.26,0.26,0.75,0.0,0.0,0.75,6,6.0,0.0,1150.0,531.0,178.0,1150.0,828.0
0.26,0.26,0.75,0.0,0.0,0.75,7,7.0,0.0,1137.0,544.0,217.0,1137.0,891.0
0.26,0.26,0.75,0.0,0.0,0.75,8,8.0,0.0,1145.0,536.0,198.0,1145.0,923.0
0.26,0.26,0.75,0.0,0.0,0.75,9,10.0,0.0,1361.0,320.0,179.0,1361.0,889.0
0.26,0.26,0.75,0.0,0.0,1.0,0,5.0,0.0,537.0,1144.0,141.0,570.0,1157.0
0.26,0.26,0.75,0.0,0.0,1.0,1,6.0,0.0,629.0,1052.0,176.0,629.0,1069.0
0.26,0.26,0.75,0.0,0.0,1.0,2,7.0,0.0,616.0,1065.0,174.0,622.0,1076.0
0.26,0.26,0.75,0.0,0.0,1.0,3,6.0,0.0,596.0,1085.0,150.0,597.0,1085.0
0.26,0.26,0.75,0.0,0.0,1.0,4,5.0,0.0,590.0,1091.0,179.0,590.0,1114.0
0.26,0.26,0.75,0.0,0.0,1.0,5,7.0,0.0,513.0,1168.0,166.0,545.0,1168.0
0.26,0.26,0.75,0.0,0.0,1.0,6,6.0,0.0,627.0,1054.0,149.0,650.0,1054.0
0.26,0.26,0.75,0.0,0.0,1.0,7,6.0,0.0,543.0,1138.0,164.0,548.0,1140.0
0.26,0.26,0.75,0.0,0.0,1.0,8,6.0,0.0,639.0,1042.0,160.0,639.0,1061.0
0.26,0.26,0.75,0.0,0.0,1.0,9,5.0,0.0,627.0,1054.0,167.0,627.0,1076.0
0.26,0.26,0.75,0.0,0.25,0.0,0,7.0,0.0,1594.0,87.0,385.0,1602.0,309.0
0.26,0.26,0.75,0.0,0.25,0.0,1,7.0,0.0,1597.0,84.0,429.0,1597.0,307.0
0.26,0.26,0.75,0.0,0.25,0.0,2,7.0,0.0,1594.0,87.0,396.0,1594.0,334.0
0.26,0.26,0.75,0.0,0.25,0.0,3,10.0,0.0,1596.0,85.0,399.0,1606.0,327.0
0.26,0.26,0.75,0.0,0.25,0.0,4,7.0,0.0,1597.0,84.0,349.0,1597.0,295.0
0.26,0.26,0.75,0.0,0.25,0.0,5,7.0,0.0,1600.0,81.0,402.0,1600.0,322.0
0.26,0.26,0.75,0.0,0.25,0.0,6,9.0,0.0,1587.0,94.0,372.0,1599.0,336.0
0.26,0.26,0.75,0.0,0.25,0.0,7,7.0,0.0,1595.0,86.0,406.0,1595.0,306.0
0.26,0.26,0.75,0.0,0.25,0.0,8,8.0,0.0,1596.0,85.0,356.0,1611.0,331.0
0.26,0.26,0.75,0.0,0.25,0.0,9,10.0,0.0,1584.0,97.0,406.0,1601.0,313.0
0.26,0.26,0.75,0.0,0.25,0.25,0,8.0,0.0,1551.0,130.0,218.0,1551.0,700.0
0.26,0.26,0.75,0.0,0.25,0.25,1,10.0,0.0,1555.0,126.0,244.0,1568.0,716.0
0.26,0.26,0.75,0.0,0.25,0.25,2,7.0,0.0,1544.0,137.0,260.0,1544.0,727.0
0.26,0.26,0.75,0.0,0.25,0.25,3,8.0,0.0,1566.0,115.0,241.0,1566.0,663.0
0.26,0.26,0.75,0.0,0.25,0.25,4,7.0,0.0,1552.0,129.0,248.0,1552.0,666.0
0.26,0.26,0.75,0.0,0.25,0.25,5,6.0,0.0,1566.0,115.0,263.0,1566.0,680.0
0.26,0.26,0.75,0.0,0.25,0.25,6,6.0,0.0,1546.0,135.0,262.0,1546.0,679.0
0.26,0.26,0.75,0.0,0.25,0.25,7,8.0,0.0,1556.0,125.0,265.0,1556.0,717.0
0.26,0.26,0.75,0.0,0.25,0.25,8,9.0,0.0,1562.0,119.0,245.0,1579.0,654.0
0.26,0.26,0.75,0.0,0.25,0.25,9,7.0,0.0,1536.0,145.0,231.0,1536.0,721.0
0.26,0.26,0.75,0.0,0.25,0.5,0,7.0,0.0,1370.0,311.0,204.0,1370.0,882.0
0.26,0.26,0.75,0.0,0.25,0.5,1,6.0,0.0,1245.0,436.0,196.0,1245.0,856.0
0.26,0.26,0.75,0.0,0.25,0.5,2,10.0,0.0,1452.0,229.0,230.0,1458.0,812.0
0.26,0.26,0.75,0.0,0.25,0.5,3,9.0,0.0,1433.0,248.0,218.0,1433.0,805.0
0.26,0.26,0.75,0.0,0.25,0.5,4,7.0,0.0,1308.0,373.0,182.0,1308.0,881.0
0.26,0.26,0.75,0.0,0.25,0.5,5,9.0,0.0,1417.0,264.0,225.0,1417.0,820.0
0.26,0.26,0.75,0.0,0.25,0.5,6,7.0,0.0,1328.0,353.0,192.0,1328.0,853.0
0.26,0.26,0.75,0.0,0.25,0.5,7,6.0,0.0,1290.0,391.0,197.0,1290.0,839.0
0.26,0.26,0.75,0.0,0.25,0.5,8,6.0,0.0,1308.0,373.0,208.0,1308.0,822.0
0.26,0.26,0.75,0.0,0.25,0.5,9,8.0,0.0,1380.0,301.0,202.0,1380.0,855.0
0.26,0.26,0.75,0.0,0.25,0.75,0,8.0,0.0,977.0,704.0,173.0,977.0,945.0
0.26,0.26,0.75,0.0,0.25,0.75,1,9.0,0.0,963.0,718.0,182.0,963.0,967.0
0.26,0.26,0.75,0.0,0.25,0.75,2,7.0,0.0,808.0,873.0,149.0,808.0,984.0
0.26,0.26,0.75,0.0,0.25,0.75,3,7.0,0.0,841.0,840.0,161.0,841.0,974.0
0.26,0.26,0.75,0.0,0.25,0.75,4,6.0,0.0,756.0,925.0,170.0,756.0,1031.0
0.26,0.26,0.75,0.0,0.25,0.75,5,5.0,0.0,873.0,808.0,183.0,873.0,929.0
0.26,0.26,0.75,0.0,0.25,0.75,6,7.0,0.0,845.0,836.0,169.0,845.0,983.0
0.26,0.26,0.75,0.0,0.25,0.75,7,5.0,0.0,779.0,902.0,192.0,779.0,985.0
0.26,0.26,0.75,0.0,0.25,0.75,8,7.0,0.0,894.0,787.0,168.0,894.0,931.0
0.26,0.26,0.75,0.0,0.25,0.75,9,7.0,0.0,973.0,708.0,182.0,973.0,918.0
0.26,0.26,0.75,0.0,0.25,1.0,0,5.0,0.0,376.0,1305.0,148.0,452.0,1305.0
0.26,0.26,0.75,0.0,0.25,1.0,1,5.0,0.0,451.0,1230.0,160.0,523.0,1230.0
0.26,0.26,0.75,0.0,0.25,1.0,2,7.0,0.0,349.0,1332.0,169.0,486.0,1332.0
0.26,0.26,0.75,0.0,0.25,1.0,3,5.0,0.0,529.0,1152.0,133.0,572.0,1152.0
0.26,0.26,0.75,0.0,0.25,1.0,4,5.0,0.0,442.0,1239.0,177.0,488.0,1239.0
0.26,0.26,0.75,0.0,0.25,1.0,5,5.0,0.0,456.0,1225.0,138.0,553.0,1225.0
0.26,0.26,0.75,0.0,0.25,1.0,6,6.0,0.0,391.0,1290.0,163.0,516.0,1290.0
0.26,0.26,0.75,0.0,0.25,1.0,7,6.0,0.0,467.0,1214.0,145.0,512.0,1214.0
0.26,0.26,0.75,0.0,0.25,1.0,8,5.0,0.0,429.0,1252.0,130.0,495.0,1252.0
0.26,0.26,0.75,0.0,0.25,1.0,9,5.0,0.0,425.0,1256.0,155.0,495.0,1256.0
0.26,0.26,0.75,0.0,0.5,0.0,0,8.0,0.0,1492.0,189.0,322.0,1511.0,489.0
0.26,0.26,0.75,0.0,0.5,0.0,1,7.0,0.0,1495.0,186.0,307.0,1495.0,525.0
0.26,0.26,0.75,0.0,0.5,0.0,2,7.0,0.0,1521.0,160.0,330.0,1521.0,548.0
0.26,0.26,0.75,0.0,0.5,0.0,3,11.0,0.0,1506.0,175.0,292.0,1516.0,526.0
0.26,0.26,0.75,0.0,0.5,0.0,4,7.0,0.0,1512.0,169.0,307.0,1512.0,513.0
0.26,0.26,0.75,0.0,0.5,0.0,5,10.0,0.0,1499.0,182.0,318.0,1522.0,537.0
0.26,0.26,0.75,0.0,0.5,0.0,6,6.0,0.0,1500.0,181.0,356.0,1500.0,499.0
0.26,0.26,0.75,0.0,0.5,0.0,7,7.0,0.0,1506.0,175.0,313.0,1506.0,506.0
0.26,0.26,0.75,0.0,0.5,0.0,8,7.0,0.0,1502.0,179.0,335.0,1510.0,458.0
0.26,0.26,0.75,0.0,0.5,0.0,9,7.0,0.0,1513.0,168.0,305.0,1513.0,488.0
0.26,0.26,0.75,0.0,0.5,0.25,0,6.0,0.0,1386.0,295.0,230.0,1386.0,767.0
0.26,0.26,0.75,0.0,0.5,0.25,1,7.0,0.0,1436.0,245.0,251.0,1436.0,736.0
0.26,0.26,0.75,0.0,0.5,0.25,2,6.0,0.0,1386.0,295.0,253.0,1386.0,757.0
0.26,0.26,0.75,0.0,0.5,0.25,3,7.0,0.0,1427.0,254.0,208.0,1427.0,763.0
0.26,0.26,0.75,0.0,0.5,0.25,4,8.0,0.0,1408.0,273.0,215.0,1426.0,726.0
0.26,0.26,0.75,0.0,0.5,0.25,5,9.0,0.0,1448.0,233.0,246.0,1448.0,759.0
0.26,0.26,0.75,0.0,0.5,0.25,6,7.0,0.0,1384.0,297.0,258.0,1384.0,792.0
0.26,0.26,0.75,0.0,0.5,0.25,7,7.0,0.0,1438.0,243.0,242.0,1438.0,802.0
0.26,0.26,0.75,0.0,0.5,0.25,8,8.0,0.0,1425.0,256.0,219.0,1425.0,761.0
0.26,0.26,0.75,0.0,0.5,0.25,9,7.0,0.0,1409.0,272.0,237.0,1409.0,765.0
0.26,0.26,0.75,0.0,0.5,0.5,0,7.0,0.0,1109.0,572.0,183.0,1109.0,881.0
0.26,0.26,0.75,0.0,0.5,0.5,1,8.0,0.0,1111.0,570.0,207.0,1111.0,902.0
0.26,0.26,0.75,0.0,0.5,0.5,2,6.0,0.0,1064.0,617.0,196.0,1064.0,878.0
0.26,0.26,0.75,0.0,0.5,0.5,3,12.0,0.0,1197.0,484.0,190.0,1197.0,934.0
0.26,0.26,0.75,0.0,0.5,0.5,4,9.0,0.0,1203.0,478.0,200.0,1203.0,919.0
0.26,0.26,0.75,0.0,0.5,0.5,5,8.0,0.0,1096.0,585.0,184.0,1096.0,934.0
0.26,0.26,0.75,0.0,0.5,0.5,6,7.0,0.0,1154.0,527.0,192.0,1154.0,863.0
0.26,0.26,0.75,0.0,0.5,0.5,7,9.0,0.0,1199.0,482.0,192.0,1199.0,900.0
0.26,0.26,0.75,0.0,0.5,0.5,8,5.0,0.0,1023.0,658.0,201.0,1023.0,857.0
0.26,0.26,0.75,0.0,0.5,0.5,9,5.0,0.0,959.0,722.0,182.0,959.0,904.0
0.26,0.26,0.75,0.0,0.5,0.75,0,6.0,0.0,604.0,1077.0,140.0,604.0,1096.0
0.26,0.26,0.75,0.0,0.5,0.75,1,7.0,0.0,603.0,1078.0,143.0,603.0,1125.0
0.26,0.26,0.75,0.0,0.5,0.75,2,5.0,0.0,559.0,1122.0,186.0,559.0,1122.0
0.26,0.26,0.75,0.0,0.5,0.75,3,8.0,0.0,586.0,1095.0,195.0,616.0,1095.0
0.26,0.26,0.75,0.0,0.5,0.75,4,7.0,0.0,621.0,1060.0,166.0,621.0,1113.0
0.26,0.26,0.75,0.0,0.5,0.75,5,7.0,0.0,611.0,1070.0,164.0,614.0,1103.0
0.26,0.26,0.75,0.0,0.5,0.75,6,6.0,0.0,729.0,952.0,173.0,729.0,1029.0
0.26,0.26,0.75,0.0,0.5,0.75,7,6.0,0.0,600.0,1081.0,185.0,600.0,1113.0
0.26,0.26,0.75,0.0,0.5,0.75,8,5.0,0.0,686.0,995.0,168.0,686.0,1011.0
0.26,0.26,0.75,0.0,0.5,0.75,9,6.0,0.0,603.0,1078.0,174.0,603.0,1101.0
0.26,0.26,0.75,0.0,0.5,1.0,0,6.0,0.0,328.0,1353.0,135.0,478.0,1353.0
0.26,0.26,0.75,0.0,0.5,1.0,1,5.0,0.0,319.0,1362.0,132.0,460.0,1362.0
0.26,0.26,0.75,0.0,0.5,1.0,2,4.0,0.0,399.0,1282.0,155.0,489.0,1282.0
0.26,0.26,0.75,0.0,0.5,1.0,3,5.0,0.0,355.0,1326.0,151.0,476.0,1326.0
0.26,0.26,0.75,0.0,0.5,1.0,4,5.0,0.0,348.0,1333.0,140.0,461.0,1333.0
0.26,0.26,0.75,0.0,0.5,1.0,5,7.0,0.0,368.0,1313.0,146.0,498.0,1313.0
0.26,0.26,0.75,0.0,0.5,1.0,6,6.0,0.0,345.0,1336.0,157.0,435.0,1336.0
0.26,0.26,0.75,0.0,0.5,1.0,7,6.0,0.0,360.0,1321.0,130.0,492.0,1321.0
0.26,0.26,0.75,0.0,0.5,1.0,8,6.0,0.0,268.0,1413.0,158.0,453.0,1413.0
0.26,0.26,0.75,0.0,0.5,1.0,9,5.0,0.0,403.0,1278.0,158.0,490.0,1278.0
0.26,0.26,0.75,0.0,0.75,0.0,0,9.0,0.0,1417.0,264.0,273.0,1421.0,647.0
0.26,0.26,0.75,0.0,0.75,0.0,1,7.0,0.0,1433.0,248.0,278.0,1433.0,630.0
0.26,0.26,0.75,0.0,0.75,0.0,2,8.0,0.0,1425.0,256.0,270.0,1425.0,607.0
0.26,0.26,0.75,0.0,0.75,0.0,3,8.0,0.0,1411.0,270.0,247.0,1411.0,638.0
0.26,0.26,0.75,0.0,0.75,0.0,4,9.0,0.0,1381.0,300.0,256.0,1407.0,606.0
0.26,0.26,0.75,0.0,0.75,0.0,5,8.0,0.0,1410.0,271.0,279.0,1427.0,630.0
0.26,0.26,0.75,0.0,0.75,0.0,6,9.0,0.0,1441.0,240.0,292.0,1441.0,613.0
0.26,0.26,0.75,0.0,0.75,0.0,7,8.0,0.0,1415.0,266.0,289.0,1415.0,646.0
0.26,0.26,0.75,0.0,0.75,0.0,8,10.0,0.0,1412.0,269.0,275.0,1431.0,649.0
0.26,0.26,0.75,0.0,0.75,0.0,9,6.0,0.0,1403.0,278.0,252.0,1403.0,674.0
0.26,0.26,0.75,0.0,0.75,0.25,0,9.0,0.0,1250.0,431.0,206.0,1268.0,849.0
0.26,0.26,0.75,0.0,0.75,0.25,1,8.0,0.0,1309.0,372.0,178.0,1309.0,901.0
0.26,0.26,0.75,0.0,0.75,0.25,2,9.0,0.0,1299.0,382.0,184.0,1299.0,839.0
0.26,0.26,0.75,0.0,0.75,0.25,3,6.0,0.0,1247.0,434.0,213.0,1247.0,847.0
0.26,0.26,0.75,0.0,0.75,0.25,4,10.0,0.0,1275.0,406.0,208.0,1293.0,866.0
0.26,0.26,0.75,0.0,0.75,0.25,5,7.0,0.0,1257.0,424.0,156.0,1257.0,888.0
0.26,0.26,0.75,0.0,0.75,0.25,6,8.0,0.0,1252.0,429.0,198.0,1252.0,814.0
0.26,0.26,0.75,0.0,0.75,0.25,7,6.0,0.0,1232.0,449.0,196.0,1232.0,836.0
0.26,0.26,0.75,0.0,0.75,0.25,8,8.0,0.0,1277.0,404.0,204.0,1277.0,867.0
0.26,0.26,0.75,0.0,0.75,0.25,9,7.0,0.0,1262.0,419.0,211.0,1269.0,865.0
0.26,0.26,0.75,0.0,0.75,0.5,0,6.0,0.0,864.0,817.0,156.0,864.0,1008.0
0.26,0.26,0.75,0.0,0.75,0.5,1,8.0,0.0,913.0,768.0,168.0,913.0,986.0
0.26,0.26,0.75,0.0,0.75,0.5,2,7.0,0.0,843.0,838.0,189.0,843.0,1043.0
0.26,0.26,0.75,0.0,0.75,0.5,3,7.0,0.0,902.0,779.0,163.0,902.0,927.0
0.26,0.26,0.75,0.0,0.75,0.5,4,6.0,0.0,821.0,860.0,160.0,821.0,990.0
0.26,0.26,0.75,0.0,0.75,0.5,5,7.0,0.0,897.0,784.0,193.0,897.0,975.0
0.26,0.26,0.75,0.0,0.75,0.5,6,7.0,0.0,899.0,782.0,148.0,899.0,973.0
0.26,0.26,0.75,0.0,0.75,0.5,7,7.0,0.0,899.0,782.0,165.0,899.0,928.0
0.26,0.26,0.75,0.0,0.75,0.5,8,6.0,0.0,850.0,831.0,170.0,850.0,1021.0
0.26,0.26,0.75,0.0,0.75,0.5,9,7.0,0.0,808.0,873.0,198.0,808.0,1003.0
0.26,0.26,0.75,0.0,0.75,0.75,0,6.0,0.0,515.0,1166.0,170.0,517.0,1187.0
0.26,0.26,0.75,0.0,0.75,0.75,1,9.0,0.0,478.0,1203.0,133.0,547.0,1203.0
0.26,0.26,0.75,0.0,0.75,0.75,2,6.0,0.0,492.0,1189.0,154.0,511.0,1196.0
0.26,0.26,0.75,0.0,0.75,0.75,3,5.0,0.0,487.0,1194.0,161.0,500.0,1194.0
0.26,0.26,0.75,0.0,0.75,0.75,4,5.0,0.0,475.0,1206.0,133.0,500.0,1219.0
0.26,0.26,0.75,0.0,0.75,0.75,5,6.0,0.0,493.0,1188.0,129.0,505.0,1188.0
0.26,0.26,0.75,0.0,0.75,0.75,6,8.0,0.0,461.0,1220.0,143.0,537.0,1220.0
0.26,0.26,0.75,0.0,0.75,0.75,7,6.0,0.0,464.0,1217.0,138.0,523.0,1217.0
0.26,0.26,0.75,0.0,0.75,0.75,8,6.0,0.0,521.0,1160.0,139.0,521.0,1183.0
0.26,0.26,0.75,0.0,0.75,0.75,9,5.0,0.0,530.0,1151.0,140.0,535.0,1172.0
0.26,0.26,0.75,0.0,0.75,1.0,0,4.0,0.0,353.0,1328.0,126.0,451.0,1328.0
0.26,0.26,0.75,0.0,0.75,1.0,1,4.0,0.0,283.0,1398.0,134.0,439.0,1398.0
0.26,0.26,0.75,0.0,0.75,1.0,2,5.0,0.0,260.0,1421.0,123.0,427.0,1421.0
0.26,0.26,0.75,0.0,0.75,1.0,3,6.0,0.0,261.0,1420.0,138.0,477.0,1420.0
0.26,0.26,0.75,0.0,0.75,1.0,4,5.0,0.0,297.0,1384.0,125.0,438.0,1384.0
0.26,0.26,0.75,0.0,0.75,1.0,5,6.0,0.0,263.0,1418.0,149.0,438.0,1418.0
0.26,0.26,0.75,0.0,0.75,1.0,6,5.0,0.0,311.0,1370.0,134.0,440.0,1370.0
0.26,0.26,0.75,0.0,0.75,1.0,7,5.0,0.0,240.0,1441.0,131.0,411.0,1441.0
0.26,0.26,0.75,0.0,0.75,1.0,8,5.0,0.0,287.0,1394.0,114.0,469.0,1394.0
0.26,0.26,0.75,0.0,0.75,1.0,9,6.0,0.0,228.0,1453.0,128.0,448.0,1453.0
0.26,0.26,0.75,0.0,1.0,0.0,0,8.0,0.0,1355.0,326.0,247.0,1355.0,736.0
0.26,0.26,0.75,0.0,1.0,0.0,1,6.0,0.0,1328.0,353.0,217.0,1328.0,721.0
0.26,0.26,0.75,0.0,1.0,0.0,2,7.0,0.0,1300.0,381.0,248.0,1300.0,748.0
0.26,0.26,0.75,0.0,1.0,0.0,3,7.0,0.0,1316.0,365.0,219.0,1316.0,749.0
