altruistic_probability,selfish_probability,cost_of_altruism,benefit_from_altruism,disease,harshness,run_number,sample_index,ticks_to_stop,pinks_count,greens_count,voids_count,max_pink,max_green,max_black,min_pink,min_green,min_black
0.26,0.26,0.5160423405468464,0.6089280480518937,0.337891739141196,0.42212930945679544,0,34,23.0,0.0,1449.0,232.0,413.0,1461.0,628.0,0.0,0.0,0.0
0.26,0.26,0.5160423405468464,0.6058282405138016,0.5249243773519993,0.42212930945679544,0,35,19.0,0.0,1314.0,367.0,368.0,1317.0,705.0,0.0,0.0,0.0
0.26,0.26,0.017327972687780857,0.6089280480518937,0.5249243773519993,0.42212930945679544,0,36,87.0,1489.0,0.0,192.0,1520.0,650.0,580.0,0.0,0.0,0.0
0.26,0.26,0.017327972687780857,0.6058282405138016,0.337891739141196,0.42212930945679544,0,37,128.0,1557.0,0.0,124.0,1578.0,611.0,583.0,0.0,0.0,0.0
0.26,0.26,0.017327972687780857,0.6058282405138016,0.5249243773519993,0.1223874120041728,0,38,98.0,1554.0,0.0,127.0,1554.0,716.0,426.0,0.0,0.0,0.0
0.26,0.26,0.017327972687780857,0.6058282405138016,0.5249243773519993,0.42212930945679544,0,39,125.0,1521.0,0.0,160.0,1522.0,689.0,589.0,0.0,0.0,0.0
0.26,0.26,0.6471042670309544,0.3494006861001253,0.20209501376375558,0.06914963331073523,0,40,14.0,0.0,1604.0,77.0,447.0,1611.0,379.0,0.0,0.0,0.0
0.26,0.26,0.24464205373078585,0.3494006861001253,0.20209501376375558,0.06914963331073523,0,41,45.0,0.0,1602.0,79.0,806.0,1610.0,285.0,0.0,0.0,0.0
0.26,0.26,0.6471042670309544,0.9647597270086408,0.20209501376375558,0.06914963331073523,0,42,20.0,0.0,1612.0,69.0,599.0,1612.0,304.0,0.0,0.0,0.0
0.26,0.26,0.6471042670309544,0.3494006861001253,0.449979660473764,0.06914963331073523,0,43,14.0,0.0,1517.0,164.0,431.0,1517.0,488.0,0.0,0.0,0.0
0.26,0.26,0.6471042670309544,0.3494006861001253,0.20209501376375558,0.6515940424986184,0,44,12.0,0.0,1325.0,356.0,341.0,1325.0,803.0,0.0,0.0,0.0
0.26,0.26,0.6471042670309544,0.9647597270086408,0.449979660473764,0.6515940424986184,0,45,20.0,0.0,1082.0,599.0,343.0,1094.0,799.0,0.0,0.0,0.0
0.26,0.26,0.24464205373078585,0.3494006861001253,0.449979660473764,0.6515940424986184,0,46,48.0,0.0,1158.0,523.0,439.0,1183.0,725.0,0.0,0.0,0.0
0.26,0.26,0.24464205373078585,0.9647597270086408,0.20209501376375558,0.6515940424986184,0,47,250.0,54.0,1412.0,215.0,730.0,1435.0,627.0,0.0,0.0,0.0
0.26,0.26,0.24464205373078585,0.9647597270086408,0.449979660473764,0.06914963331073523,0,48,208.0,0.0,1522.0,159.0,735.0,1523.0,357.0,0.0,0.0,0.0
0.26,0.26,0.24464205373078585,0.9647597270086408,0.449979660473764,0.6515940424986184,0,49,250.0,185.0,1022.0,474.0,718.0,1067.0,674.0,0.0,0.0,0.0
0.26,0.26,0.16485360637307167,0.7105348072946072,0.8453854593448341,0.79418059643358,0,50,119.0,587.0,0.0,1094.0,600.0,393.0,1377.0,0.0,0.0,0.0
0.26,0.26,0.5942006139084697,0.7105348072946072,0.8453854593448341,0.79418059643358,0,51,15.0,0.0,271.0,1410.0,297.0,497.0,1410.0,0.0,0.0,0.0
0.26,0.26,0.16485360637307167,0.42784561961889267,0.8453854593448341,0.79418059643358,0,52,88.0,5.0,0.0,1676.0,408.0,436.0,1676.0,0.0,0.0,0.0
0.26,0.26,0.16485360637307167,0.7105348072946072,0.5976747463457287,0.79418059643358,0,53,250.0,1089.0,41.0,551.0,1203.0,500.0,939.0,0.0,0.0,0.0
0.26,0.26,0.16485360637307167,0.7105348072946072,0.8453854593448341,0.30987568795681003,0,54,250.0,284.0,970.0,427.0,678.0,1047.0,664.0,0.0,0.0,0.0
0.26,0.26,0.16485360637307167,0.42784561961889267,0.5976747463457287,0.30987568795681003,0,55,108.0,0.0,1339.0,342.0,623.0,1377.0,600.0,0.0,0.0,0.0
0.26,0.26,0.5942006139084697,0.7105348072946072,0.5976747463457287,0.30987568795681003,0,56,29.0,0.0,1364.0,317.0,427.0,1364.0,630.0,0.0,0.0,0.0
0.26,0.26,0.5942006139084697,0.42784561961889267,0.8453854593448341,0.30987568795681003,0,57,17.0,0.0,1233.0,448.0,340.0,1233.0,766.0,0.0,0.0,0.0
0.26,0.26,0.5942006139084697,0.42784561961889267,0.5976747463457287,0.79418059643358,0,58,12.0,0.0,450.0,1231.0,271.0,529.0,1231.0,0.0,0.0,0.0
0.26,0.26,0.5942006139084697,0.42784561961889267,0.5976747463457287,0.30987568795681003,0,59,16.0,0.0,1324.0,357.0,375.0,1347.0,683.0,0.0,0.0,0.0
0.26,0.26,0.28945787344127893,0.05435036029666662,0.31467387406155467,0.2293622131459415,0,60,26.0,0.0,1505.0,176.0,559.0,1531.0,562.0,0.0,0.0,0.0
0.26,0.26,0.948019658215344,0.05435036029666662,0.31467387406155467,0.2293622131459415,0,61,5.0,0.0,1494.0,187.0,103.0,1494.0,762.0,0.0,0.0,0.0
0.26,0.26,0.28945787344127893,0.21794149931520224,0.31467387406155467,0.2293622131459415,0,62,44.0,0.0,1523.0,158.0,532.0,1555.0,526.0,0.0,0.0,0.0
0.26,0.26,0.28945787344127893,0.05435036029666662,0.07294546449556948,0.2293622131459415,0,63,32.0,0.0,1636.0,45.0,538.0,1656.0,456.0,0.0,0.0,0.0
0.26,0.26,0.28945787344127893,0.05435036029666662,0.31467387406155467,0.0846713681705296,0,64,31.0,0.0,1537.0,144.0,598.0,1568.0,401.0,0.0,0.0,0.0
0.26,0.26,0.28945787344127893,0.21794149931520224,0.07294546449556948,0.0846713681705296,0,65,44.0,0.0,1658.0,23.0,683.0,1660.0,263.0,0.0,0.0,0.0
0.26,0.26,0.948019658215344,0.05435036029666662,0.07294546449556948,0.0846713681705296,0,66,4.0,0.0,1641.0,40.0,164.0,1641.0,473.0,0.0,0.0,0.0
0.26,0.26,0.948019658215344,0.21794149931520224,0.31467387406155467,0.0846713681705296,0,67,5.0,0.0,1564.0,117.0,218.0,1564.0,547.0,0.0,0.0,0.0
0.26,0.26,0.948019658215344,0.21794149931520224,0.07294546449556948,0.2293622131459415,0,68,5.0,0.0,1637.0,44.0,190.0,1637.0,626.0,0.0,0.0,0.0
0.26,0.26,0.948019658215344,0.21794149931520224,0.07294546449556948,0.0846713681705296,0,69,5.0,0.0,1652.0,29.0,232.0,1652.0,412.0,0.0,0.0,0.0
0.26,0.26,0.7715235808864236,0.8808316299691796,0.508156359102577,0.6308418433181942,0,70,11.0,0.0,1065.0,616.0,333.0,1065.0,812.0,0.0,0.0,0.0
0.26,0.26,0.3283118037506938,0.8808316299691796,0.508156359102577,0.6308418433181942,0,71,117.0,0.0,1054.0,627.0,477.0,1134.0,738.0,0.0,0.0,0.0
0.26,0.26,0.7715235808864236,0.6746554169803858,0.508156359102577,0.6308418433181942,0,72,10.0,0.0,949.0,732.0,243.0,949.0,822.0,0.0,0.0,0.0
0.26,0.26,0.7715235808864236,0.8808316299691796,0.6794000063091516,0.6308418433181942,0,73,11.0,0.0,824.0,857.0,308.0,824.0,902.0,0.0,0.0,0.0
0.26,0.26,0.7715235808864236,0.8808316299691796,0.508156359102577,0.8767948351800442,0,74,9.0,0.0,386.0,1295.0,257.0,537.0,1295.0,0.0,0.0,0.0
0.26,0.26,0.7715235808864236,0.6746554169803858,0.6794000063091516,0.8767948351800442,0,75,9.0,0.0,316.0,1365.0,236.0,467.0,1365.0,0.0,0.0,0.0
0.26,0.26,0.3283118037506938,0.8808316299691796,0.6794000063091516,0.8767948351800442,0,76,86.0,0.0,8.0,1673.0,404.0,484.0,1673.0,0.0,0.0,0.0
0.26,0.26,0.3283118037506938,0.6746554169803858,0.508156359102577,0.8767948351800442,0,77,34.0,0.0,208.0,1473.0,348.0,455.0,1473.0,0.0,0.0,0.0
0.26,0.26,0.3283118037506938,0.6746554169803858,0.6794000063091516,0.6308418433181942,0,78,56.0,0.0,861.0,820.0,422.0,903.0,861.0,0.0,0.0,0.0
0.26,0.26,0.3283118037506938,0.6746554169803858,0.6794000063091516,0.8767948351800442,0,79,35.0,0.0,91.0,1590.0,356.0,434.0,1598.0,0.0,0.0,0.0
0.26,0.26,0.8390784002840519,0.4058893034234643,0.2535473942756653,0.8476441710256041,0,80,7.0,0.0,652.0,1029.0,197.0,653.0,1053.0,0.0,0.0,0.0
0.26,0.26,0.8434381373226643,0.4058893034234643,0.2535473942756653,0.8476441710256041,0,81,7.0,0.0,704.0,977.0,201.0,704.0,979.0,0.0,0.0,0.0
0.26,0.26,0.8390784002840519,0.5518338633701205,0.2535473942756653,0.8476441710256041,0,82,6.0,0.0,706.0,975.0,219.0,706.0,1024.0,0.0,0.0,0.0
0.26,0.26,0.8390784002840519,0.4058893034234643,0.3730266253463924,0.8476441710256041,0,83,5.0,0.0,559.0,1122.0,179.0,561.0,1122.0,0.0,0.0,0.0
0.26,0.26,0.8390784002840519,0.4058893034234643,0.2535473942756653,0.5844108958728612,0,84,6.0,0.0,1121.0,560.0,233.0,1121.0,860.0,0.0,0.0,0.0
0.26,0.26,0.8390784002840519,0.5518338633701205,0.3730266253463924,0.5844108958728612,0,85,9.0,0.0,1245.0,436.0,261.0,1245.0,829.0,0.0,0.0,0.0
0.26,0.26,0.8434381373226643,0.4058893034234643,0.3730266253463924,0.5844108958728612,0,86,7.0,0.0,1070.0,611.0,234.0,1070.0,876.0,0.0,0.0,0.0
0.26,0.26,0.8434381373226643,0.5518338633701205,0.2535473942756653,0.5844108958728612,0,87,8.0,0.0,1253.0,428.0,243.0,1253.0,861.0,0.0,0.0,0.0
0.26,0.26,0.8434381373226643,0.5518338633701205,0.3730266253463924,0.8476441710256041,0,88,7.0,0.0,609.0,1072.0,221.0,640.0,1075.0,0.0,0.0,0.0
0.26,0.26,0.8434381373226643,0.5518338633701205,0.3730266253463924,0.5844108958728612,0,89,7.0,0.0,1099.0,582.0,188.0,1099.0,845.0,0.0,0.0,0.0
0.26,0.26,0.348978940397501,0.54491554107517,0.45381480865180496,0.011737634148448707,0,90,67.0,0.0,1511.0,170.0,621.0,1539.0,379.0,0.0,0.0,0.0
0.26,0.26,0.44273157604038715,0.54491554107517,0.45381480865180496,0.011737634148448707,0,91,26.0,0.0,1514.0,167.0,599.0,1541.0,368.0,0.0,0.0,0.0
0.26,0.26,0.348978940397501,0.08681963942945004,0.45381480865180496,0.011737634148448707,0,92,33.0,0.0,1527.0,154.0,534.0,1538.0,373.0,0.0,0.0,0.0
0.26,0.26,0.348978940397501,0.54491554107517,0.6746311610564589,0.011737634148448707,0,93,25.0,0.0,1436.0,245.0,498.0,1443.0,430.0,0.0,0.0,0.0
0.26,0.26,0.348978940397501,0.54491554107517,0.45381480865180496,0.25060267075896264,0,94,42.0,0.0,1430.0,251.0,555.0,1472.0,585.0,0.0,0.0,0.0
0.26,0.26,0.348978940397501,0.08681963942945004,0.6746311610564589,0.25060267075896264,0,95,27.0,0.0,1364.0,317.0,432.0,1364.0,669.0,0.0,0.0,0.0
0.26,0.26,0.44273157604038715,0.54491554107517,0.6746311610564589,0.25060267075896264,0,96,24.0,0.0,1320.0,361.0,449.0,1361.0,606.0,0.0,0.0,0.0
0.26,0.26,0.44273157604038715,0.08681963942945004,0.45381480865180496,0.25060267075896264,0,97,17.0,0.0,1480.0,201.0,425.0,1480.0,649.0,0.0,0.0,0.0
0.26,0.26,0.44273157604038715,0.08681963942945004,0.6746311610564589,0.011737634148448707,0,98,26.0,0.0,1443.0,238.0,500.0,1456.0,496.0,0.0,0.0,0.0
0.26,0.26,0.44273157604038715,0.08681963942945004,0.6746311610564589,0.25060267075896264,0,99,25.0,0.0,1338.0,343.0,357.0,1365.0,728.0,0.0,0.0,0.0
0.26,0.26,0.22455780301243067,0.20098745450377464,0.14374259524047375,0.5749887691810728,0,100,53.0,0.0,1577.0,104.0,484.0,1577.0,675.0,0.0,0.0,0.0
0.26,0.26,0.10928689315915108,0.20098745450377464,0.14374259524047375,0.5749887691810728,0,101,119.0,0.0,1528.0,153.0,569.0,1567.0,674.0,0.0,0.0,0.0
0.26,0.26,0.22455780301243067,0.2986682737246156,0.14374259524047375,0.5749887691810728,0,102,57.0,0.0,1552.0,129.0,496.0,1552.0,670.0,0.0,0.0,0.0
0.26,0.26,0.22455780301243067,0.20098745450377464,0.0047759715467691425,0.5749887691810728,0,103,43.0,0.0,1678.0,3.0,513.0,1680.0,672.0,0.0,0.0,0.0
0.26,0.26,0.22455780301243067,0.20098745450377464,0.14374259524047375,0.026280784327536822,0,104,44.0,0.0,1640.0,41.0,671.0,1640.0,195.0,0.0,0.0,0.0
0.26,0.26,0.22455780301243067,0.2986682737246156,0.0047759715467691425,0.026280784327536822,0,105,50.0,0.0,1680.0,1.0,688.0,1680.0,94.0,0.0,0.0,0.0
0.26,0.26,0.10928689315915108,0.20098745450377464,0.0047759715467691425,0.026280784327536822,0,106,121.0,0.0,1678.0,3.0,797.0,1679.0,96.0,0.0,0.0,0.0
0.26,0.26,0.10928689315915108,0.2986682737246156,0.14374259524047375,0.026280784327536822,0,107,181.0,0.0,1638.0,43.0,813.0,1640.0,168.0,0.0,0.0,0.0
0.26,0.26,0.10928689315915108,0.2986682737246156,0.0047759715467691425,0.5749887691810728,0,108,250.0,21.0,1655.0,5.0,855.0,1673.0,627.0,0.0,0.0,0.0
0.26,0.26,0.10928689315915108,0.2986682737246156,0.0047759715467691425,0.026280784327536822,0,109,240.0,0.0,1680.0,1.0,857.0,1680.0,103.0,0.0,0.0,0.0
0.26,0.26,0.7144760051742196,0.8745747078210115,0.7942024648189545,0.2874058993533254,0,110,14.0,0.0,1251.0,430.0,360.0,1263.0,730.0,0.0,0.0,0.0
0.26,0.26,0.7393711376935244,0.8745747078210115,0.7942024648189545,0.2874058993533254,0,111,12.0,0.0,1257.0,424.0,319.0,1282.0,732.0,0.0,0.0,0.0
0.26,0.26,0.7144760051742196,0.8399764336645603,0.7942024648189545,0.2874058993533254,0,112,30.0,0.0,1249.0,432.0,370.0,1272.0,727.0,0.0,0.0,0.0
0.26,0.26,0.7144760051742196,0.8745747078210115,0.7475661196745932,0.2874058993533254,0,113,15.0,0.0,1244.0,437.0,366.0,1287.0,688.0,0.0,0.0,0.0
0.26,0.26,0.7144760051742196,0.8745747078210115,0.7942024648189545,0.8087363094091415,0,114,18.0,0.0,166.0,1515.0,301.0,504.0,1515.0,0.0,0.0,0.0
0.26,0.26,0.7144760051742196,0.8399764336645603,0.7475661196745932,0.8087363094091415,0,115,19.0,0.0,204.0,1477.0,313.0,513.0,1477.0,0.0,0.0,0.0
0.26,0.26,0.7393711376935244,0.8745747078210115,0.7475661196745932,0.8087363094091415,0,116,9.0,0.0,429.0,1252.0,258.0,542.0,1252.0,0.0,0.0,0.0
0.26,0.26,0.7393711376935244,0.8399764336645603,0.7942024648189545,0.8087363094091415,0,117,12.0,0.0,346.0,1335.0,270.0,529.0,1335.0,0.0,0.0,0.0
0.26,0.26,0.7393711376935244,0.8399764336645603,0.7475661196745932,0.2874058993533254,0,118,16.0,0.0,1278.0,403.0,367.0,1278.0,693.0,0.0,0.0,0.0
0.26,0.26,0.7393711376935244,0.8399764336645603,0.7475661196745932,0.8087363094091415,0,119,9.0,0.0,361.0,1320.0,286.0,518.0,1320.0,0.0,0.0,0.0
0.26,0.26,0.591127366758883,0.11506315413862467,0.6487506989389659,0.33976477179676295,0,120,13.0,0.0,1298.0,383.0,286.0,1306.0,820.0,0.0,0.0,0.0
0.26,0.26,0.5294215064495802,0.11506315413862467,0.6487506989389659,0.33976477179676295,0,121,14.0,0.0,1294.0,387.0,355.0,1306.0,708.0,0.0,0.0,0.0
0.26,0.26,0.591127366758883,0.730060757137835,0.6487506989389659,0.33976477179676295,0,122,26.0,0.0,1331.0,350.0,376.0,1333.0,703.0,0.0,0.0,0.0
0.26,0.26,0.591127366758883,0.11506315413862467,0.21826132452115418,0.33976477179676295,0,123,14.0,0.0,1541.0,140.0,321.0,1561.0,682.0,0.0,0.0,0.0
0.26,0.26,0.591127366758883,0.11506315413862467,0.6487506989389659,0.1381979478523135,0,124,11.0,0.0,1371.0,310.0,350.0,1423.0,614.0,0.0,0.0,0.0
0.26,0.26,0.591127366758883,0.730060757137835,0.21826132452115418,0.1381979478523135,0,125,21.0,0.0,1596.0,85.0,525.0,1596.0,383.0,0.0,0.0,0.0
0.26,0.26,0.5294215064495802,0.11506315413862467,0.21826132452115418,0.1381979478523135,0,126,18.0,0.0,1613.0,68.0,484.0,1613.0,445.0,0.0,0.0,0.0
0.26,0.26,0.5294215064495802,0.730060757137835,0.6487506989389659,0.1381979478523135,0,127,22.0,0.0,1414.0,267.0,387.0,1421.0,612.0,0.0,0.0,0.0
0.26,0.26,0.5294215064495802,0.730060757137835,0.21826132452115418,0.33976477179676295,0,128,25.0,0.0,1560.0,121.0,444.0,1565.0,587.0,0.0,0.0,0.0
0.26,0.26,0.5294215064495802,0.730060757137835,0.21826132452115418,0.1381979478523135,0,129,22.0,0.0,1590.0,91.0,483.0,1596.0,399.0,0.0,0.0,0.0
0.26,0.26,0.09691470954567194,0.9448708510026336,0.3990731455385685,0.5164921576157212,0,130,111.0,1560.0,0.0,121.0,1582.0,626.0,626.0,0.0,0.0,0.0
0.26,0.26,0.129722498357296,0.9448708510026336,0.3990731455385685,0.5164921576157212,0,131,226.0,1576.0,0.0,105.0,1576.0,728.0,697.0,0.0,0.0,0.0
0.26,0.26,0.09691470954567194,0.13123269006609917,0.3990731455385685,0.5164921576157212,0,132,183.0,0.0,1365.0,316.0,529.0,1380.0,701.0,0.0,0.0,0.0
0.26,0.26,0.09691470954567194,0.9448708510026336,0.8293932029977441,0.5164921576157212,0,133,154.0,1414.0,0.0,267.0,1450.0,509.0,704.0,0.0,0.0,0.0
0.26,0.26,0.09691470954567194,0.9448708510026336,0.3990731455385685,0.6969254854135215,0,134,149.0,1541.0,0.0,140.0,1563.0,573.0,716.0,0.0,0.0,0.0
0.26,0.26,0.09691470954567194,0.13123269006609917,0.8293932029977441,0.6969254854135215,0,135,156.0,0.0,145.0,1536.0,399.0,449.0,1544.0,0.0,0.0,0.0
0.26,0.26,0.129722498357296,0.9448708510026336,0.8293932029977441,0.6969254854135215,0,136,147.0,1275.0,0.0,406.0,1341.0,498.0,785.0,0.0,0.0,0.0
0.26,0.26,0.129722498357296,0.13123269006609917,0.3990731455385685,0.6969254854135215,0,137,124.0,0.0,1101.0,580.0,388.0,1154.0,764.0,0.0,0.0,0.0
0.26,0.26,0.129722498357296,0.13123269006609917,0.8293932029977441,0.5164921576157212,0,138,99.0,0.0,936.0,745.0,448.0,961.0,829.0,0.0,0.0,0.0
0.26,0.26,0.129722498357296,0.13123269006609917,0.8293932029977441,0.6969254854135215,0,139,65.0,0.0,182.0,1499.0,417.0,431.0,1511.0,0.0,0.0,0.0
0.26,0.26,0.47224943712353706,0.2888098992407322,0.7609862364828587,0.17646947717294098,0,140,14.0,0.0,1311.0,370.0,427.0,1337.0,658.0,0.0,0.0,0.0
0.26,0.26,0.2953127007931471,0.2888098992407322,0.7609862364828587,0.17646947717294098,0,141,42.0,0.0,1361.0,320.0,452.0,1369.0,612.0,0.0,0.0,0.0
0.26,0.26,0.47224943712353706,0.4837073562666774,0.7609862364828587,0.17646947717294098,0,142,25.0,0.0,1342.0,339.0,412.0,1371.0,618.0,0.0,0.0,0.0
0.26,0.26,0.47224943712353706,0.2888098992407322,0.2999878652393818,0.17646947717294098,0,143,17.0,0.0,1527.0,154.0,511.0,1562.0,482.0,0.0,0.0,0.0
0.26,0.26,0.47224943712353706,0.2888098992407322,0.7609862364828587,0.47127837147563695,0,144,17.0,0.0,1058.0,623.0,316.0,1064.0,845.0,0.0,0.0,0.0
0.26,0.26,0.47224943712353706,0.4837073562666774,0.2999878652393818,0.47127837147563695,0,145,26.0,0.0,1458.0,223.0,441.0,1476.0,702.0,0.0,0.0,0.0
0.26,0.26,0.2953127007931471,0.2888098992407322,0.2999878652393818,0.47127837147563695,0,146,33.0,0.0,1441.0,240.0,507.0,1468.0,654.0,0.0,0.0,0.0
0.26,0.26,0.2953127007931471,0.4837073562666774,0.7609862364828587,0.47127837147563695,0,147,81.0,0.0,1092.0,589.0,410.0,1123.0,786.0,0.0,0.0,0.0
0.26,0.26,0.2953127007931471,0.4837073562666774,0.2999878652393818,0.17646947717294098,0,148,63.0,0.0,1540.0,141.0,634.0,1561.0,422.0,0.0,0.0,0.0
0.26,0.26,0.2953127007931471,0.4837073562666774,0.2999878652393818,0.47127837147563695,0,149,47.0,0.0,1447.0,234.0,521.0,1455.0,606.0,0.0,0.0,0.0
0.26,0.26,0.9667691178619862,0.6463734600692987,0.06150072254240513,0.6767471230588854,0,150,6.0,0.0,1187.0,494.0,210.0,1187.0,879.0,0.0,0.0,0.0
0.26,0.26,0.9263425096869469,0.6463734600692987,0.06150072254240513,0.6767471230588854,0,151,7.0,0.0,1344.0,337.0,233.0,1344.0,791.0,0.0,0.0,0.0
